,PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANO,MES,D01,V01,D02,V02,D03,V03,D04,V04,D05,V05,D06,V06,D07,V07,D08,V08,D09,V09,D10,V10,D11,V11,D12,V12,D13,V13,D14,V14,D15,V15,D16,V16,D17,V17,D18,V18,D19,V19,D20,V20,D21,V21,D22,V22,D23,V23,D24,V24,D25,V25,D26,V26,D27,V27,D28,V28,D29,V29,D30,V30,D31,V31,total
120,28,79,8,10,28079008_10_47,2017,1,25.0,V,25.0,V,37.0,V,40.0,V,35.0,V,22.0,V,19.0,V,28.0,V,25.0,V,36.0,V,15.0,V,25.0,V,10.0,V,9.0,V,10.0,V,16.0,V,8.0,V,8.0,V,13.0,V,11.0,V,11.0,V,19.0,V,13.0,V,30.0,V,30.0,V,34.0,V,15.0,V,9.0,V,12.0,V,12.0,V,19.0,V,20.032258064516128
121,28,79,8,10,28079008_10_47,2017,2,26.0,V,11.0,V,15.0,V,8.0,V,6.0,V,11.0,V,16.0,V,10.0,V,20.0,V,23.0,V,12.0,V,33.0,V,18.0,V,18.0,V,16.0,V,21.0,V,24.0,V,31.0,V,24.0,V,19.0,V,18.0,V,47.0,V,125.0,V,63.0,V,20.0,V,33.0,V,20.0,V,12.0,V,0.0,N,0.0,N,0.0,N,25.035714285714285
122,28,79,8,10,28079008_10_47,2017,3,15.0,V,24.0,V,22.0,V,7.0,V,9.0,V,11.0,V,13.0,V,30.0,V,41.0,V,33.0,V,32.0,V,12.0,V,14.0,V,17.0,V,21.0,V,22.0,V,17.0,V,25.0,V,29.0,V,21.0,V,20.0,V,13.0,V,9.0,V,13.0,V,14.0,V,8.0,V,11.0,V,18.0,V,23.0,V,27.0,V,22.0,V,19.193548387096776
123,28,79,8,10,28079008_10_47,2017,4,10.0,V,8.0,V,12.0,V,13.0,V,11.0,V,15.0,V,19.0,V,23.0,V,17.0,V,24.0,V,20.0,V,24.0,V,31.0,V,41.0,V,18.0,V,21.0,V,26.0,V,18.0,V,17.0,V,14.0,V,15.0,V,14.0,V,21.0,V,31.0,V,46.0,V,18.0,V,10.0,V,13.0,V,10.0,V,11.0,V,0.0,N,19.133333333333333
124,28,79,8,10,28079008_10_47,2017,5,9.0,V,13.0,V,15.0,V,25.0,V,21.0,V,11.0,V,12.0,V,20.0,V,23.0,V,15.0,V,9.0,V,11.0,V,12.0,V,14.0,V,17.0,V,22.0,V,19.0,V,15.0,V,13.0,V,15.0,V,17.0,V,33.0,V,24.0,V,26.0,V,30.0,V,43.0,V,34.0,V,26.0,V,24.0,V,18.0,V,24.0,V,19.806451612903224
125,28,79,8,10,28079008_10_47,2017,6,25.0,V,32.0,V,22.0,V,15.0,V,15.0,V,14.0,V,26.0,V,33.0,V,31.0,V,28.0,V,30.0,V,27.0,V,31.0,V,39.0,V,55.0,V,35.0,V,30.0,V,29.0,V,31.0,V,26.0,V,33.0,V,35.0,V,31.0,V,29.0,V,29.0,V,23.0,V,19.0,V,14.0,V,10.0,V,8.0,V,0.0,N,27.0
126,28,79,8,10,28079008_10_47,2017,7,8.0,V,7.0,V,16.0,V,21.0,V,32.0,V,17.0,V,17.0,V,19.0,V,21.0,V,17.0,V,17.0,V,25.0,V,35.0,V,36.0,V,24.0,V,23.0,V,23.0,V,38.0,V,21.0,V,16.0,V,19.0,V,18.0,V,19.0,V,19.0,V,14.0,V,14.0,V,22.0,V,28.0,V,18.0,V,31.0,V,38.0,V,21.903225806451612
127,28,79,8,10,28079008_10_47,2017,8,21.0,V,25.0,V,24.0,V,21.0,V,25.0,V,19.0,V,25.0,V,14.0,V,16.0,V,9.0,V,8.0,V,11.0,V,14.0,V,18.0,V,26.0,V,30.0,V,23.0,V,26.0,V,16.0,V,15.0,V,17.0,V,28.0,V,30.0,V,24.0,V,26.0,V,28.0,V,20.0,V,13.0,V,12.0,V,11.0,V,9.0,V,19.70967741935484
128,28,79,8,10,28079008_10_47,2017,9,9.0,V,8.0,V,16.0,V,11.0,V,16.0,V,15.0,V,9.0,V,20.0,V,12.0,V,8.0,V,10.0,V,1.0,N,14.0,N,16.0,V,8.0,V,6.0,V,9.0,V,11.0,V,15.0,V,16.0,V,22.0,V,17.0,V,16.0,V,23.0,V,16.0,V,14.0,V,17.0,V,25.0,V,23.0,V,22.0,V,0.0,N,14.433333333333334
129,28,79,8,10,28079008_10_47,2017,10,11.0,V,13.0,V,14.0,V,16.0,V,16.0,V,10.0,V,13.0,V,17.0,V,12.0,V,14.0,V,24.0,V,28.0,V,24.0,V,24.0,V,23.0,V,21.0,V,17.0,V,9.0,V,13.0,V,14.0,V,13.0,V,10.0,V,15.0,V,20.0,V,20.0,V,26.0,V,24.0,V,11.0,V,9.0,V,10.0,V,18.0,V,16.70967741935484
130,28,79,8,10,28079008_10_47,2017,11,14.0,V,17.0,V,18.0,V,10.0,V,7.0,V,8.0,V,13.0,V,11.0,V,4.0,V,12.0,V,16.0,V,15.0,V,10.0,V,15.0,V,21.0,V,30.0,V,27.0,V,17.0,V,19.0,V,23.0,V,28.0,V,26.0,V,30.0,V,21.0,V,19.0,V,5.0,V,15.0,V,25.0,V,14.0,V,7.0,V,0.0,N,16.9
131,28,79,8,10,28079008_10_47,2017,12,6.0,V,6.0,V,6.0,V,12.0,V,14.0,V,17.0,V,26.0,V,37.0,V,26.0,V,8.0,V,6.0,V,11.0,V,16.0,V,10.0,V,7.0,V,9.0,V,5.0,V,15.0,V,15.0,V,32.0,V,19.0,V,36.0,V,14.0,V,16.0,V,16.0,V,9.0,V,6.0,V,7.0,V,9.0,V,9.0,V,11.0,V,14.419354838709678
468,28,79,18,10,28079018_10_47,2017,1,32.0,V,36.0,V,51.0,V,42.0,V,41.0,V,31.0,V,30.0,V,36.0,V,38.0,V,41.0,V,25.0,V,25.0,V,11.0,V,16.0,V,15.0,V,23.0,V,13.0,V,13.0,V,18.0,V,16.0,V,16.0,V,25.0,V,23.0,V,38.0,V,40.0,V,42.0,V,16.0,V,7.0,V,16.0,V,12.0,V,25.0,V,26.612903225806452
469,28,79,18,10,28079018_10_47,2017,2,32.0,V,12.0,V,19.0,V,7.0,V,7.0,V,12.0,V,20.0,V,12.0,V,26.0,V,32.0,V,16.0,V,50.0,V,23.0,V,20.0,V,23.0,V,30.0,V,39.0,V,39.0,V,32.0,V,30.0,V,26.0,V,77.0,V,187.0,V,85.0,V,27.0,V,38.0,V,25.0,V,11.0,V,0.0,N,0.0,N,0.0,N,34.642857142857146
470,28,79,18,10,28079018_10_47,2017,3,19.0,V,31.0,V,24.0,V,11.0,V,9.0,V,9.0,V,13.0,V,30.0,V,40.0,V,41.0,V,34.0,V,17.0,V,16.0,V,22.0,V,27.0,V,31.0,V,22.0,V,34.0,V,37.0,V,28.0,V,31.0,V,15.0,V,10.0,V,14.0,V,19.0,V,11.0,V,10.0,V,20.0,V,30.0,V,31.0,V,23.0,V,23.322580645161292
471,28,79,18,10,28079018_10_47,2017,4,14.0,V,12.0,V,19.0,V,23.0,V,16.0,V,25.0,V,28.0,V,33.0,V,24.0,V,30.0,V,25.0,N,37.0,V,34.0,V,49.0,V,24.0,V,27.0,V,32.0,V,29.0,V,23.0,V,17.0,V,18.0,V,21.0,V,25.0,V,38.0,V,59.0,V,24.0,V,11.0,V,17.0,V,10.0,V,12.0,V,0.0,N,25.7
472,28,79,18,10,28079018_10_47,2017,5,9.0,V,15.0,V,18.0,V,29.0,V,23.0,V,10.0,V,15.0,V,22.0,V,25.0,V,13.0,V,6.0,V,8.0,V,11.0,V,19.0,V,31.0,V,26.0,V,22.0,V,12.0,V,13.0,V,19.0,V,23.0,V,36.0,V,30.0,V,28.0,V,30.0,V,51.0,V,40.0,V,25.0,V,22.0,V,19.0,V,23.0,V,22.225806451612904
473,28,79,18,10,28079018_10_47,2017,6,28.0,V,39.0,V,25.0,V,16.0,V,21.0,V,22.0,V,31.0,V,38.0,V,34.0,V,29.0,V,37.0,V,33.0,V,30.0,V,48.0,V,56.0,V,36.0,V,41.0,V,29.0,V,36.0,V,26.0,V,43.0,V,51.0,V,35.0,V,31.0,V,33.0,V,28.0,V,21.0,V,13.0,V,13.0,V,13.0,V,0.0,N,31.766666666666666
474,28,79,18,10,28079018_10_47,2017,7,11.0,V,15.0,V,17.0,V,24.0,V,37.0,V,32.0,V,25.0,V,28.0,V,30.0,V,19.0,V,20.0,V,26.0,V,44.0,V,48.0,V,32.0,V,34.0,V,36.0,V,55.0,V,28.0,V,21.0,V,23.0,V,23.0,V,30.0,V,29.0,V,1.0,N,24.0,V,30.0,V,39.0,V,26.0,V,31.0,V,39.0,V,28.870967741935484
475,28,79,18,10,28079018_10_47,2017,8,26.0,V,27.0,V,31.0,V,21.0,V,29.0,V,27.0,V,23.0,V,23.0,V,18.0,V,12.0,V,18.0,V,17.0,V,19.0,V,28.0,V,33.0,V,32.0,V,25.0,V,29.0,V,17.0,V,18.0,V,17.0,V,27.0,V,31.0,V,27.0,V,30.0,V,29.0,V,19.0,V,14.0,V,13.0,V,12.0,V,10.0,V,23.258064516129032
476,28,79,18,10,28079018_10_47,2017,9,9.0,V,9.0,V,15.0,V,12.0,V,23.0,V,18.0,V,11.0,V,29.0,V,15.0,V,9.0,V,11.0,V,10.0,V,18.0,V,16.0,V,9.0,V,8.0,V,13.0,V,11.0,V,14.0,V,18.0,V,23.0,V,21.0,V,19.0,V,24.0,V,20.0,V,11.0,V,21.0,V,27.0,V,28.0,V,23.0,V,0.0,N,17.166666666666668
477,28,79,18,10,28079018_10_47,2017,10,15.0,V,12.0,V,18.0,V,14.0,V,23.0,V,16.0,V,16.0,V,20.0,V,21.0,V,28.0,V,35.0,V,52.0,V,33.0,V,32.0,V,34.0,V,23.0,V,20.0,V,9.0,V,12.0,V,19.0,V,15.0,V,14.0,V,21.0,V,19.0,V,26.0,V,26.0,V,35.0,V,18.0,V,14.0,V,12.0,V,19.0,V,22.322580645161292
478,28,79,18,10,28079018_10_47,2017,11,21.0,V,23.0,V,20.0,V,11.0,V,9.0,V,11.0,V,17.0,V,13.0,V,7.0,V,17.0,V,17.0,V,18.0,V,11.0,V,19.0,V,27.0,V,31.0,V,31.0,V,22.0,V,24.0,V,37.0,V,40.0,V,40.0,V,39.0,V,32.0,V,27.0,V,9.0,V,23.0,V,37.0,V,19.0,V,5.0,V,0.0,N,22.633333333333333
479,28,79,18,10,28079018_10_47,2017,12,4.0,V,4.0,V,7.0,V,12.0,V,14.0,V,16.0,V,25.0,V,32.0,V,21.0,V,5.0,V,3.0,V,7.0,V,9.0,V,5.0,V,4.0,V,8.0,V,4.0,V,19.0,V,12.0,V,22.0,V,19.0,V,27.0,V,14.0,V,16.0,V,15.0,V,7.0,V,3.0,V,4.0,V,4.0,V,7.0,V,8.0,V,12.258064516129032
600,28,79,24,10,28079024_10_47,2017,1,30.0,V,29.0,V,36.0,V,31.0,V,27.0,V,21.0,V,22.0,V,28.0,V,24.0,V,32.0,V,14.0,V,18.0,V,7.0,V,8.0,V,8.0,V,12.0,V,7.0,V,7.0,V,12.0,V,11.0,V,8.0,V,15.0,V,17.0,V,29.0,V,26.0,V,33.0,V,13.0,V,5.0,V,14.0,V,7.0,V,17.0,V,19.096774193548388
601,28,79,24,10,28079024_10_47,2017,2,22.0,V,8.0,V,14.0,V,6.0,V,6.0,V,7.0,V,10.0,V,6.0,V,15.0,V,25.0,V,10.0,V,42.0,V,18.0,V,12.0,V,14.0,V,21.0,V,26.0,V,28.0,V,25.0,V,19.0,V,15.0,V,63.0,V,147.0,V,70.0,V,18.0,V,31.0,V,19.0,V,6.0,V,0.0,N,0.0,N,0.0,N,26.0
602,28,79,24,10,28079024_10_47,2017,3,10.0,V,19.0,V,16.0,V,6.0,V,5.0,V,4.0,V,8.0,V,18.0,V,26.0,V,24.0,V,24.0,V,11.0,V,8.0,V,14.0,V,18.0,V,19.0,V,17.0,V,19.0,V,21.0,V,17.0,V,15.0,V,7.0,V,6.0,V,10.0,V,15.0,V,7.0,V,7.0,V,9.0,V,16.0,V,18.0,V,15.0,V,14.67741935483871
603,28,79,24,10,28079024_10_47,2017,4,8.0,V,8.0,V,9.0,V,12.0,V,8.0,V,13.0,V,17.0,V,21.0,V,17.0,V,17.0,V,22.0,V,21.0,V,29.0,V,38.0,V,15.0,V,15.0,V,19.0,V,20.0,V,19.0,V,14.0,V,13.0,V,13.0,V,16.0,V,29.0,V,50.0,V,15.0,V,7.0,V,9.0,V,8.0,V,10.0,V,0.0,N,17.966666666666665
604,28,79,24,10,28079024_10_47,2017,5,6.0,V,10.0,V,12.0,V,21.0,V,16.0,V,5.0,V,9.0,V,13.0,V,18.0,V,10.0,V,5.0,V,8.0,V,8.0,V,10.0,V,14.0,V,18.0,V,16.0,V,9.0,V,8.0,V,13.0,V,18.0,V,28.0,V,25.0,V,23.0,V,22.0,V,39.0,V,33.0,V,22.0,V,17.0,V,17.0,V,19.0,V,16.774193548387096
