,PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANO,MES,D01,V01,D02,V02,D03,V03,D04,V04,D05,V05,D06,V06,D07,V07,D08,V08,D09,V09,D10,V10,D11,V11,D12,V12,D13,V13,D14,V14,D15,V15,D16,V16,D17,V17,D18,V18,D19,V19,D20,V20,D21,V21,D22,V22,D23,V23,D24,V24,D25,V25,D26,V26,D27,V27,D28,V28,D29,V29,D30,V30,D31,V31,total
108,28,79,8,9,28079008_9_47,2012,1,27.0,V,8.0,V,18.0,V,22.0,V,34.0,V,19.0,V,11.0,V,15.0,V,19.0,V,15.0,V,14.0,V,19.0,V,26.0,V,35.0,V,27.0,V,8.0,V,12.0,V,16.0,V,24.0,V,19.0,V,10.0,V,14.0,V,10.0,V,13.0,V,18.0,V,29.0,V,14.0,V,6.0,V,6.0,V,14.0,V,18.0,V,17.419354838709676
109,28,79,8,9,28079008_9_47,2012,2,20.0,V,11.0,V,10.0,V,7.0,V,8.0,V,11.0,V,7.0,V,10.0,V,14.0,V,17.0,V,10.0,V,9.0,V,8.0,V,10.0,V,8.0,V,9.0,V,11.0,V,17.0,V,14.0,V,7.0,V,13.0,V,13.0,V,11.0,V,15.0,N,18.0,V,24.0,V,11.0,V,17.0,V,20.0,V,0.0,N,0.0,N,12.448275862068966
110,28,79,8,9,28079008_9_47,2012,3,18.0,V,19.0,V,13.0,V,9.0,V,6.0,V,9.0,V,10.0,V,14.0,V,11.0,V,13.0,V,10.0,V,15.0,V,18.0,V,19.0,V,13.0,V,15.0,V,15.0,V,6.0,V,5.0,V,8.0,V,9.0,V,15.0,V,13.0,V,12.0,V,15.0,V,14.0,V,17.0,V,21.0,V,16.0,V,14.0,V,16.0,V,13.225806451612904
111,28,79,8,9,28079008_9_47,2012,4,15.0,V,11.0,V,9.0,V,11.0,V,9.0,V,6.0,V,6.0,V,9.0,V,10.0,V,13.0,V,6.0,V,6.0,V,8.0,V,8.0,V,6.0,V,9.0,V,12.0,V,10.0,V,10.0,V,11.0,V,10.0,V,8.0,V,11.0,V,10.0,V,13.0,V,11.0,V,10.0,V,7.0,V,6.0,V,7.0,V,0.0,N,9.366666666666667
112,28,79,8,9,28079008_9_47,2012,5,8.0,V,11.0,V,13.0,V,10.0,V,8.0,V,9.0,V,13.0,V,11.0,V,16.0,V,18.0,V,18.0,V,23.0,V,16.0,V,13.0,V,10.0,V,16.0,V,25.0,V,21.0,V,9.0,V,7.0,V,8.0,V,10.0,V,11.0,V,14.0,V,18.0,V,10.0,V,8.0,V,11.0,V,13.0,V,20.0,V,19.0,V,13.580645161290322
113,28,79,8,9,28079008_9_47,2012,6,17.0,V,25.0,V,10.0,V,11.0,V,13.0,V,9.0,V,11.0,V,13.0,N,12.0,V,9.0,V,9.0,V,9.0,N,11.0,V,16.0,V,12.0,V,14.0,V,10.0,V,15.0,V,20.0,V,15.0,V,12.0,V,12.0,V,15.0,V,15.0,V,18.0,V,24.0,V,41.0,V,61.0,V,51.0,V,10.0,V,0.0,N,17.5
114,28,79,8,9,28079008_9_47,2012,7,7.0,V,11.0,V,17.0,V,14.0,V,10.0,V,9.0,V,11.0,V,8.0,V,13.0,V,11.0,V,14.0,V,11.0,V,15.0,V,8.0,V,10.0,V,13.0,V,12.0,V,15.0,V,23.0,V,22.0,V,11.0,V,8.0,V,12.0,V,21.0,V,23.0,V,24.0,V,17.0,V,16.0,V,15.0,V,17.0,V,17.0,V,14.225806451612904
115,28,79,8,9,28079008_9_47,2012,8,11.0,V,12.0,V,11.0,V,15.0,V,8.0,V,8.0,V,12.0,V,15.0,V,27.0,V,37.0,V,31.0,V,12.0,V,13.0,V,9.0,V,9.0,V,9.0,V,21.0,V,30.0,V,32.0,V,41.0,V,45.0,V,44.0,V,14.0,V,13.0,V,8.0,V,11.0,V,16.0,V,14.0,V,13.0,V,13.0,V,8.0,V,18.35483870967742
116,28,79,8,9,28079008_9_47,2012,9,8.0,V,8.0,V,11.0,V,13.0,V,17.0,V,20.0,V,22.0,V,18.0,V,14.0,V,20.0,V,21.0,V,16.0,V,5.0,V,12.0,V,13.0,V,17.0,V,22.0,V,20.0,V,13.0,V,17.0,V,17.0,V,18.0,V,13.0,V,9.0,V,8.0,V,7.0,V,10.0,V,11.0,V,6.0,V,8.0,V,0.0,N,14.066666666666666
117,28,79,8,9,28079008_9_47,2012,10,13.0,V,14.0,V,17.0,V,21.0,V,21.0,V,19.0,V,19.0,V,23.0,V,18.0,V,13.0,V,10.0,V,8.0,V,7.0,V,8.0,V,8.0,V,13.0,V,19.0,V,16.0,V,8.0,V,7.0,V,9.0,V,16.0,V,17.0,V,15.0,V,9.0,V,11.0,V,11.0,V,6.0,V,13.0,V,16.0,V,11.0,V,13.709677419354838
118,28,79,8,9,28079008_9_47,2012,11,11.0,V,9.0,V,12.0,V,9.0,V,10.0,V,10.0,V,10.0,V,12.0,V,8.0,V,7.0,V,6.0,V,8.0,V,9.0,V,14.0,V,14.0,V,15.0,V,13.0,V,8.0,V,12.0,V,19.0,V,15.0,V,16.0,V,20.0,V,18.0,V,25.0,V,12.0,V,6.0,V,8.0,V,9.0,V,9.0,V,0.0,N,12.133333333333333
119,28,79,8,9,28079008_9_47,2012,12,9.0,V,15.0,V,20.0,V,10.0,V,8.0,V,13.0,V,17.0,V,12.0,V,11.0,V,25.0,V,18.0,V,18.0,V,23.0,V,9.0,V,8.0,V,7.0,V,11.0,V,17.0,V,13.0,V,10.0,V,10.0,V,9.0,V,14.0,V,11.0,V,12.0,V,14.0,V,20.0,V,19.0,V,20.0,V,17.0,V,14.0,V,14.35483870967742
570,28,79,24,9,28079024_9_47,2012,1,21.0,V,5.0,V,11.0,V,17.0,V,20.0,V,15.0,V,9.0,V,12.0,V,11.0,V,12.0,V,12.0,V,15.0,V,22.0,V,27.0,V,24.0,V,6.0,V,8.0,V,13.0,V,16.0,V,12.0,V,9.0,V,13.0,V,11.0,V,9.0,V,13.0,V,23.0,V,11.0,V,4.0,V,4.0,V,10.0,V,13.0,V,13.548387096774194
571,28,79,24,9,28079024_9_47,2012,2,14.0,V,9.0,V,7.0,V,5.0,V,6.0,V,7.0,V,4.0,V,7.0,V,11.0,V,14.0,V,11.0,V,8.0,V,6.0,V,6.0,V,6.0,V,9.0,V,8.0,V,12.0,V,10.0,V,5.0,N,0.0,N,7.0,N,11.0,V,11.0,V,12.0,V,17.0,V,8.0,V,13.0,V,16.0,V,0.0,N,0.0,N,9.75
572,28,79,24,9,28079024_9_47,2012,3,15.0,V,15.0,V,9.0,V,6.0,V,4.0,V,7.0,V,7.0,V,8.0,V,8.0,V,9.0,V,9.0,V,9.0,V,11.0,V,13.0,V,12.0,V,12.0,V,12.0,V,5.0,V,4.0,V,5.0,V,7.0,V,12.0,V,10.0,V,11.0,V,13.0,V,13.0,V,15.0,V,19.0,V,14.0,V,12.0,V,13.0,V,10.741935483870968
573,28,79,24,9,28079024_9_47,2012,4,13.0,V,8.0,V,7.0,V,8.0,V,8.0,V,5.0,V,4.0,V,6.0,V,6.0,V,6.0,V,5.0,V,6.0,V,5.0,V,4.0,V,4.0,N,4.0,N,4.0,N,5.0,V,5.0,V,6.0,V,6.0,V,6.0,V,6.0,V,6.0,V,7.0,V,5.0,V,6.0,V,4.0,V,5.0,V,5.0,V,0.0,N,6.333333333333333
574,28,79,24,9,28079024_9_47,2012,5,7.0,V,9.0,V,9.0,V,5.0,V,5.0,V,5.0,V,7.0,V,5.0,V,7.0,V,11.0,V,11.0,V,16.0,V,12.0,V,8.0,V,8.0,V,11.0,V,19.0,V,16.0,V,6.0,V,5.0,V,6.0,V,6.0,V,7.0,V,13.0,V,12.0,V,7.0,V,6.0,V,8.0,V,10.0,V,12.0,V,14.0,V,9.64516129032258
