,PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANO,MES,D01,V01,D02,V02,D03,V03,D04,V04,D05,V05,D06,V06,D07,V07,D08,V08,D09,V09,D10,V10,D11,V11,D12,V12,D13,V13,D14,V14,D15,V15,D16,V16,D17,V17,D18,V18,D19,V19,D20,V20,D21,V21,D22,V22,D23,V23,D24,V24,D25,V25,D26,V26,D27,V27,D28,V28,D29,V29,D30,V30,D31,V31,total
36,28,79,4,8,28079004_8_8,2020,1,58.0,V,70.0,V,72.0,V,42.0,V,56.0,V,56.0,V,86.0,V,93.0,V,78.0,V,46.0,V,55.0,V,63.0,V,71.0,V,68.0,V,80.0,V,70.0,V,42.0,V,48.0,V,26.0,V,35.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,21.0,N,20.0,V,57.09090909090909
37,28,79,4,8,28079004_8_8,2020,2,13.0,V,26.0,V,40.0,V,40.0,V,43.0,V,50.0,V,45.0,V,37.0,V,33.0,V,47.0,V,50.0,V,49.0,V,33.0,V,44.0,V,34.0,V,29.0,V,33.0,V,43.0,V,53.0,V,62.0,V,58.0,V,59.0,V,48.0,V,59.0,V,43.0,V,25.0,V,25.0,V,42.0,V,60.0,N,0.0,N,0.0,N,42.206896551724135
38,28,79,4,8,28079004_8_8,2020,3,0.0,N,28.0,N,18.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,24.0
39,28,79,4,8,28079004_8_8,2020,4,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,7.0,N,11.0,V,0.0,N,10.5
40,28,79,4,8,28079004_8_8,2020,5,3.0,V,6.0,V,11.0,V,28.0,V,14.0,V,27.0,V,23.0,V,19.0,V,8.0,V,2.0,V,8.0,V,19.0,V,13.0,V,38.0,N,0.0,N,0.0,N,0.0,N,18.0,N,77.0,N,26.0,V,27.0,V,25.0,V,20.0,V,5.0,V,23.0,V,24.0,V,22.0,V,21.0,V,27.0,V,21.0,V,10.0,V,20.321428571428573
41,28,79,4,8,28079004_8_8,2020,6,25.0,V,33.0,V,19.0,V,24.0,V,12.0,N,6.0,V,6.0,V,19.0,V,19.0,V,20.0,V,11.0,V,9.0,V,8.0,V,10.0,V,15.0,V,19.0,V,19.0,V,21.0,V,20.0,V,18.0,V,18.0,V,30.0,V,35.0,V,33.0,V,26.0,V,22.0,V,13.0,V,12.0,V,30.0,V,26.0,V,0.0,N,19.433333333333334
42,28,79,4,8,28079004_8_8,2020,7,17.0,V,17.0,V,16.0,V,18.0,V,11.0,V,26.0,V,25.0,V,37.0,V,24.0,V,26.0,V,18.0,V,8.0,V,20.0,V,27.0,V,25.0,V,23.0,V,19.0,V,16.0,V,21.0,V,38.0,V,30.0,V,24.0,V,33.0,V,31.0,V,13.0,V,23.0,V,40.0,V,24.0,V,29.0,V,24.0,V,32.0,V,23.903225806451612
43,28,79,4,8,28079004_8_8,2020,8,26.0,V,11.0,V,14.0,V,18.0,V,26.0,V,30.0,V,24.0,V,33.0,V,20.0,V,34.0,V,24.0,V,21.0,V,26.0,V,29.0,V,10.0,V,10.0,V,17.0,V,21.0,V,22.0,V,30.0,V,15.0,V,15.0,V,15.0,V,19.0,V,40.0,V,43.0,V,45.0,V,19.0,V,6.0,V,5.0,V,22.0,V,22.483870967741936
44,28,79,4,8,28079004_8_8,2020,9,47.0,V,30.0,V,45.0,V,44.0,V,38.0,V,16.0,V,18.0,V,20.0,V,40.0,V,30.0,V,36.0,V,27.0,V,15.0,V,27.0,V,32.0,V,44.0,V,32.0,V,28.0,V,10.0,V,8.0,V,28.0,V,40.0,V,14.0,N,12.0,V,13.0,V,14.0,V,8.0,V,47.0,V,62.0,V,56.0,V,0.0,N,29.633333333333333
45,28,79,4,8,28079004_8_8,2020,10,30.0,V,13.0,V,6.0,V,7.0,V,23.0,V,37.0,V,47.0,V,56.0,V,52.0,V,23.0,V,8.0,V,15.0,N,44.0,V,29.0,V,38.0,V,42.0,V,43.0,V,40.0,V,55.0,V,38.0,V,28.0,V,27.0,V,30.0,V,23.0,V,11.0,V,24.0,V,26.0,V,43.0,V,43.0,V,47.0,V,39.0,V,32.12903225806452
