,PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANO,MES,D01,V01,D02,V02,D03,V03,D04,V04,D05,V05,D06,V06,D07,V07,D08,V08,D09,V09,D10,V10,D11,V11,D12,V12,D13,V13,D14,V14,D15,V15,D16,V16,D17,V17,D18,V18,D19,V19,D20,V20,D21,V21,D22,V22,D23,V23,D24,V24,D25,V25,D26,V26,D27,V27,D28,V28,D29,V29,D30,V30,D31,V31,total
108,28,79,8,9,28079008_9_47,2014,1,7.0,V,7.0,V,8.0,V,5.0,V,8.0,V,9.0,V,12.0,V,15.0,V,15.0,V,14.0,V,20.0,V,25.0,V,9.0,V,7.0,N,10.0,V,7.0,V,7.0,V,7.0,V,8.0,V,9.0,V,11.0,V,9.0,V,11.0,V,16.0,V,8.0,V,13.0,V,6.0,V,7.0,V,9.0,V,8.0,V,10.0,V,10.225806451612904
109,28,79,8,9,28079008_9_47,2014,2,6.0,V,7.0,V,9.0,V,6.0,V,10.0,V,7.0,V,8.0,V,7.0,V,7.0,V,7.0,V,8.0,V,10.0,V,10.0,V,7.0,V,7.0,V,10.0,V,11.0,V,11.0,V,17.0,V,15.0,V,7.0,V,9.0,V,10.0,V,9.0,V,9.0,V,8.0,V,12.0,V,8.0,V,0.0,N,0.0,N,0.0,N,9.035714285714286
110,28,79,8,9,28079008_9_47,2014,3,8.0,V,6.0,V,7.0,V,8.0,V,9.0,V,12.0,V,15.0,V,13.0,V,10.0,V,13.0,V,15.0,V,17.0,V,17.0,V,17.0,V,18.0,V,14.0,V,15.0,V,18.0,V,14.0,V,16.0,V,20.0,V,7.0,V,6.0,V,12.0,V,8.0,V,6.0,V,9.0,V,11.0,V,14.0,V,8.0,V,10.0,V,12.096774193548388
111,28,79,8,9,28079008_9_47,2014,4,9.0,V,10.0,V,7.0,V,9.0,V,9.0,V,12.0,V,13.0,V,11.0,V,15.0,V,15.0,V,19.0,V,14.0,V,12.0,V,12.0,V,12.0,V,12.0,V,9.0,V,8.0,V,12.0,V,8.0,V,7.0,V,9.0,V,10.0,V,9.0,V,9.0,V,8.0,V,8.0,V,8.0,V,10.0,V,8.0,V,0.0,N,10.566666666666666
112,28,79,8,9,28079008_9_47,2014,5,8.0,V,7.0,V,7.0,V,8.0,V,14.0,V,16.0,V,17.0,V,15.0,V,13.0,V,11.0,V,8.0,V,11.0,V,10.0,V,8.0,V,10.0,V,10.0,V,14.0,V,10.0,V,18.0,V,9.0,V,9.0,V,8.0,V,10.0,V,9.0,V,10.0,V,8.0,V,10.0,V,9.0,V,9.0,V,7.0,V,6.0,V,10.419354838709678
113,28,79,8,9,28079008_9_47,2014,6,6.0,V,10.0,V,12.0,V,11.0,V,11.0,V,23.0,V,8.0,V,11.0,V,12.0,V,12.0,V,16.0,V,15.0,V,17.0,V,10.0,V,9.0,V,9.0,V,11.0,V,15.0,V,19.0,V,17.0,V,10.0,V,11.0,V,12.0,V,9.0,V,10.0,V,15.0,V,14.0,V,8.0,V,6.0,V,9.0,V,0.0,N,12.1
114,28,79,8,9,28079008_9_47,2014,7,12.0,V,11.0,V,12.0,V,10.0,V,14.0,V,8.0,V,8.0,V,11.0,V,9.0,V,7.0,V,9.0,V,8.0,V,10.0,V,13.0,V,15.0,V,21.0,V,28.0,V,27.0,V,11.0,V,9.0,V,11.0,V,13.0,V,14.0,V,16.0,V,17.0,V,18.0,V,19.0,V,17.0,V,7.0,V,9.0,V,19.0,V,13.516129032258064
115,28,79,8,9,28079008_9_47,2014,8,19.0,V,11.0,V,7.0,V,12.0,V,17.0,V,13.0,V,12.0,V,10.0,V,9.0,V,9.0,V,10.0,V,9.0,V,5.0,V,8.0,V,9.0,V,10.0,V,10.0,V,14.0,V,11.0,V,15.0,V,11.0,V,12.0,V,9.0,V,11.0,V,14.0,V,12.0,V,15.0,V,15.0,V,12.0,V,14.0,V,14.0,V,11.806451612903226
116,28,79,8,9,28079008_9_47,2014,9,15.0,V,14.0,V,17.0,V,12.0,V,14.0,V,12.0,V,11.0,V,10.0,V,14.0,V,14.0,V,9.0,V,11.0,V,11.0,V,10.0,V,9.0,V,10.0,V,11.0,V,10.0,V,10.0,V,11.0,V,10.0,V,8.0,V,9.0,V,10.0,V,24.0,V,20.0,V,17.0,V,17.0,V,17.0,V,16.0,V,0.0,N,13.033333333333333
117,28,79,8,9,28079008_9_47,2014,10,13.0,V,14.0,V,14.0,V,14.0,V,14.0,V,12.0,V,9.0,V,11.0,V,9.0,V,8.0,V,8.0,V,6.0,V,8.0,V,10.0,V,12.0,V,11.0,V,16.0,V,15.0,V,16.0,V,28.0,V,30.0,V,13.0,V,16.0,V,20.0,V,16.0,V,15.0,V,19.0,V,28.0,V,24.0,V,24.0,V,20.0,V,15.548387096774194
118,28,79,8,9,28079008_9_47,2014,11,19.0,V,17.0,V,7.0,V,7.0,V,10.0,V,10.0,V,9.0,V,7.0,V,6.0,V,11.0,V,8.0,V,10.0,V,10.0,V,8.0,V,7.0,V,8.0,V,10.0,V,16.0,V,17.0,V,14.0,V,17.0,V,18.0,V,29.0,V,22.0,V,30.0,V,8.0,V,7.0,V,6.0,V,8.0,V,11.0,V,0.0,N,12.566666666666666
119,28,79,8,9,28079008_9_47,2014,12,9.0,V,8.0,V,6.0,V,7.0,V,12.0,V,7.0,V,6.0,V,11.0,V,8.0,V,15.0,V,22.0,V,17.0,V,12.0,V,8.0,V,9.0,V,16.0,V,20.0,V,28.0,V,32.0,V,11.0,V,6.0,V,8.0,V,13.0,V,13.0,V,8.0,V,13.0,V,12.0,V,6.0,V,6.0,V,12.0,V,27.0,V,12.870967741935484
