,index,PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANO,MES,D01,V01,D02,V02,D03,V03,D04,V04,D05,V05,D06,V06,D07,V07,D08,V08,D09,V09,D10,V10,D11,V11,D12,V12,D13,V13,D14,V14,D15,V15,D16,V16,D17,V17,D18,V18,D19,V19,D20,V20,D21,V21,D22,V22,D23,V23,D24,V24,D25,V25,D26,V26,D27,V27,D28,V28,D29,V29,D30,V30,D31,V31,total
307,793,28,79,35,6,28079035_6_48,2012,8,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.1,V,0.1,V,0.2,V,0.4,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,2.3741935483870984
308,794,28,79,35,6,28079035_6_48,2012,9,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.4,V,0.3,V,0.4,V,0.4,V,0.5,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.0,N,2.5566666666666666
309,795,28,79,35,6,28079035_6_48,2012,10,0.4,V,0.4,V,0.5,V,0.6,V,0.5,V,0.4,V,0.4,V,0.5,V,0.4,V,0.3,V,0.2,V,0.3,V,0.3,V,0.2,V,0.3,V,0.4,V,0.5,V,0.3,V,0.3,V,0.3,V,0.4,V,0.5,V,0.6,V,0.5,V,0.3,V,0.3,V,0.3,V,0.3,V,0.5,V,0.4,V,0.3,V,2.609677419354839
310,796,28,79,35,6,28079035_6_48,2012,11,0.2,V,0.3,V,0.3,V,0.4,V,0.3,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.4,V,0.4,V,0.4,V,0.4,V,0.5,V,0.7,V,0.5,V,0.5,V,0.6,V,0.4,V,0.5,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.0,N,2.730000000000002
311,797,28,79,35,6,28079035_6_48,2012,12,0.5,V,0.6,V,0.7,V,0.3,V,0.3,V,0.4,V,0.5,V,0.6,V,0.5,V,0.8,V,0.7,V,0.7,V,0.6,V,0.3,V,0.3,V,0.3,V,0.3,V,0.6,V,0.5,V,0.3,V,0.3,V,0.3,V,0.5,V,0.5,V,0.4,V,0.6,V,0.7,V,0.9,V,0.7,V,0.5,V,0.5,V,2.7967741935483863
312,858,28,79,36,6,28079036_6_48,2012,1,0.7,V,0.3,V,0.7,V,0.9,V,1.2,V,0.6,V,0.6,V,0.6,V,0.6,V,0.6,V,0.6,V,0.7,V,0.8,V,1.0,V,0.7,V,0.4,V,0.4,V,0.7,V,0.7,V,0.8,V,0.4,V,0.6,V,0.5,V,0.6,V,0.7,V,0.8,V,0.4,V,0.3,V,0.3,V,0.7,V,0.7,V,2.954838709677419
313,859,28,79,36,6,28079036_6_48,2012,2,0.7,V,0.4,V,0.3,V,0.2,V,0.3,V,0.4,V,0.3,V,0.3,V,0.6,V,0.6,V,0.4,V,0.3,V,0.3,V,0.4,V,0.4,V,0.4,V,0.5,V,0.5,V,0.4,V,0.4,V,0.6,V,0.5,V,0.7,V,0.7,V,0.5,V,0.6,V,0.5,V,0.6,V,0.5,V,0.0,N,0.0,N,2.9758620689655175
314,860,28,79,36,6,28079036_6_48,2012,3,0.5,V,0.4,V,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,0.6,V,0.4,V,0.4,V,0.4,V,0.4,V,0.5,V,0.5,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.5,V,0.5,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.4,N,0.4,V,0.4,V,2.7838709677419375
315,861,28,79,36,6,28079036_6_48,2012,4,0.4,V,0.3,V,0.3,V,0.4,V,0.3,V,0.2,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.0,N,2.796666666666666
316,862,28,79,36,6,28079036_6_48,2012,5,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.3,V,0.3,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,2.709677419354838
317,863,28,79,36,6,28079036_6_48,2012,6,0.3,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.0,N,2.7833333333333354
318,864,28,79,36,6,28079036_6_48,2012,7,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,2.7354838709677436
319,865,28,79,36,6,28079036_6_48,2012,8,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.1,V,0.2,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,2.770967741935485
320,866,28,79,36,6,28079036_6_48,2012,9,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.2,V,0.3,V,0.2,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.0,N,2.903333333333334
321,867,28,79,36,6,28079036_6_48,2012,10,0.3,V,0.3,V,0.4,V,0.4,V,0.4,V,0.3,V,0.4,V,0.5,V,0.4,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.5,V,0.4,V,0.4,V,0.2,V,0.3,V,0.3,V,0.2,V,0.4,V,0.4,V,0.4,V,2.9451612903225826
322,868,28,79,36,6,28079036_6_48,2012,11,0.2,V,0.3,V,0.4,V,0.3,V,0.3,V,0.4,V,0.3,V,0.4,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.5,V,0.5,V,0.4,V,0.3,V,0.5,V,0.6,V,0.5,V,0.5,V,0.6,V,0.5,V,0.5,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.0,N,3.1200000000000006
323,869,28,79,36,6,28079036_6_48,2012,12,0.3,V,0.6,V,0.8,V,0.3,V,0.3,V,0.4,V,0.5,V,0.4,V,0.5,V,0.9,V,0.7,V,0.6,V,0.6,V,0.3,V,0.2,V,0.2,V,0.3,V,0.6,V,0.5,V,0.3,V,0.3,V,0.3,V,0.4,V,0.5,V,0.4,V,0.7,V,0.9,V,0.8,V,0.6,V,0.5,V,0.4,V,3.164516129032258
324,1026,28,79,39,6,28079039_6_48,2012,1,0.7,V,0.3,V,0.7,V,1.1,V,1.3,V,0.7,V,1.1,V,1.0,V,1.3,V,0.8,V,0.7,V,0.7,V,0.7,V,1.0,V,0.6,V,0.3,V,0.2,V,0.6,V,1.0,V,0.8,V,0.6,V,0.8,V,0.5,V,0.7,V,0.8,V,0.7,V,0.3,V,0.2,V,0.2,V,0.6,V,0.7,V,3.409677419354838
325,1027,28,79,39,6,28079039_6_48,2012,2,0.6,V,0.3,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.5,V,0.6,V,0.3,V,0.3,V,0.2,V,0.1,V,0.2,V,0.4,V,0.4,V,0.5,V,0.4,V,0.3,V,0.7,V,0.7,V,1.0,V,0.6,V,0.7,V,0.5,V,0.5,V,0.6,V,0.4,V,0.0,N,0.0,N,3.3482758620689657
326,1028,28,79,39,6,28079039_6_48,2012,3,0.4,V,0.3,V,0.3,V,0.3,V,0.2,V,0.3,V,0.3,V,0.6,V,0.3,V,0.3,V,0.3,V,0.5,V,0.5,V,0.6,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.4,V,0.3,V,0.4,V,0.3,V,0.2,V,0.3,V,0.3,V,0.3,V,0.4,V,3.1032258064516127
327,1029,28,79,39,6,28079039_6_48,2012,4,0.3,V,0.3,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.4,V,0.3,V,0.3,V,0.2,N,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.0,N,3.166666666666666
328,1030,28,79,39,6,28079039_6_48,2012,5,0.3,V,0.3,V,0.4,V,0.3,V,0.2,V,0.2,V,0.4,V,0.2,V,0.4,V,0.4,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,3.100000000000001
329,1031,28,79,39,6,28079039_6_48,2012,6,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.1,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.3,V,0.2,V,0.2,V,0.2,V,0.0,N,3.176666666666669
330,1032,28,79,39,6,28079039_6_48,2012,7,0.1,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.1,V,0.2,V,0.3,V,0.2,V,0.3,V,0.2,V,0.1,V,0.1,V,0.3,V,0.2,V,0.2,V,0.1,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,3.1064516129032262
331,1033,28,79,39,6,28079039_6_48,2012,8,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.1,V,0.2,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,3.1806451612903235
332,1034,28,79,39,6,28079039_6_48,2012,9,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.4,V,0.2,V,0.2,V,0.3,V,0.3,V,0.4,V,0.2,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.2,V,0.2,V,0.3,V,0.4,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.0,N,3.3400000000000025
333,1035,28,79,39,6,28079039_6_48,2012,10,0.3,V,0.4,V,0.5,V,0.6,V,0.6,V,0.3,V,0.4,V,0.6,V,0.5,V,0.3,V,0.2,V,0.2,V,0.3,V,0.2,V,0.3,V,0.4,V,0.7,V,0.3,V,0.3,V,0.3,V,0.3,V,0.7,V,0.6,V,0.4,V,0.2,V,0.3,V,0.2,V,0.2,V,0.5,V,0.3,V,0.4,V,3.3806451612903223
334,1036,28,79,39,6,28079039_6_48,2012,11,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.4,V,0.5,V,0.4,V,0.6,V,0.7,V,0.6,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.0,N,3.45
335,1037,28,79,39,6,28079039_6_48,2012,12,0.3,V,0.6,V,0.7,V,0.3,V,0.2,V,0.4,V,0.4,V,0.4,V,0.5,V,1.0,V,0.7,V,0.6,V,0.7,V,0.3,V,0.2,V,0.2,V,0.3,V,0.5,V,0.5,V,0.3,V,0.3,V,0.2,V,0.4,V,0.5,V,0.3,V,0.6,V,0.7,V,0.7,V,0.6,V,0.4,V,0.3,V,3.5193548387096776
336,1542,28,79,56,6,28079056_6_48,2012,1,0.8,V,0.4,V,0.9,V,1.1,V,1.2,V,0.8,V,0.9,V,0.8,V,1.0,V,0.9,V,1.2,V,0.8,V,1.1,V,0.9,V,0.8,V,0.5,V,0.6,V,1.0,V,1.1,V,0.9,V,0.9,V,0.8,V,0.8,V,0.9,V,1.0,V,1.2,V,0.6,V,0.4,V,0.6,V,0.8,V,0.8,V,3.9516129032258065
337,1543,28,79,56,6,28079056_6_48,2012,2,0.7,V,0.5,N,0.4,V,0.4,V,0.4,V,0.6,V,0.5,V,0.6,V,0.7,V,0.8,V,0.6,V,0.5,V,0.6,V,0.6,V,0.6,V,0.6,V,0.7,V,0.6,V,0.5,V,0.6,V,0.9,V,0.8,V,0.9,V,0.9,V,0.8,V,0.6,V,0.7,V,0.8,V,0.7,V,0.0,N,0.0,N,3.9862068965517237
338,1544,28,79,56,6,28079056_6_48,2012,3,0.6,V,0.5,V,0.4,V,0.4,V,0.4,V,0.5,V,0.6,V,0.7,V,0.6,V,0.5,V,0.5,V,0.6,V,0.7,V,0.8,V,0.7,V,0.4,V,0.4,V,0.4,V,0.4,V,0.5,V,0.4,V,0.7,V,0.6,V,0.5,V,0.6,V,0.5,V,0.6,V,0.5,V,0.5,V,0.7,V,0.6,V,3.7032258064516133
339,1545,28,79,56,6,28079056_6_48,2012,4,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.4,V,0.6,V,0.5,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,0.4,V,0.4,V,0.3,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.4,V,0.0,N,3.6700000000000017
340,1546,28,79,56,6,28079056_6_48,2012,5,0.4,V,0.5,V,0.5,V,0.4,V,0.3,V,0.3,V,0.4,V,0.3,V,0.5,V,0.6,V,0.5,V,0.5,V,0.4,V,0.3,V,0.3,V,0.5,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.4,V,0.5,V,0.5,V,0.4,V,0.3,V,0.3,N,0.4,V,0.3,V,0.5,V,0.5,V,3.6290322580645165
341,1547,28,79,56,6,28079056_6_48,2012,6,0.4,V,0.4,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.5,V,0.4,V,0.3,V,0.3,V,0.0,N,3.7100000000000004
342,1548,28,79,56,6,28079056_6_48,2012,7,0.3,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.4,V,0.4,V,0.2,V,0.3,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,3.629032258064517
343,1549,28,79,56,6,28079056_6_48,2012,8,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.5,V,0.5,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.3,V,0.4,V,0.4,V,0.4,V,0.5,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,0.4,V,0.3,V,0.4,V,0.3,V,3.6709677419354843
344,1550,28,79,56,6,28079056_6_48,2012,9,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,0.6,V,0.6,V,0.4,V,0.3,V,0.4,V,0.5,V,0.5,V,0.4,V,0.4,V,0.6,V,0.5,V,0.6,V,0.6,V,0.4,V,0.4,V,0.4,V,0.5,V,0.4,V,0.3,V,0.3,V,0.4,V,0.5,V,0.5,V,0.4,V,0.4,V,0.0,N,3.900000000000001
345,1551,28,79,56,6,28079056_6_48,2012,10,0.6,V,0.6,V,0.7,V,0.7,V,0.8,V,0.5,V,0.5,V,0.5,V,0.6,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.5,V,0.3,V,0.2,V,0.2,V,0.3,V,0.5,V,0.6,V,0.5,V,0.2,V,0.2,V,0.2,V,0.2,V,0.5,V,0.4,V,0.3,V,3.7870967741935484
346,1552,28,79,56,6,28079056_6_48,2012,11,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,0.4,V,0.5,V,0.5,V,0.5,V,0.5,V,0.6,V,0.5,V,0.5,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.0,N,3.8833333333333333
347,1553,28,79,56,6,28079056_6_48,2012,12,0.4,V,0.6,V,0.6,V,0.3,V,0.2,V,0.4,V,0.4,V,0.5,V,0.5,V,0.8,V,0.7,V,0.8,V,0.5,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.4,V,0.2,V,0.3,V,0.3,V,0.5,V,0.7,V,0.5,V,0.6,V,0.7,V,1.0,V,0.5,V,0.4,V,0.4,V,3.9193548387096784
348,1614,28,79,57,6,28079057_6_48,2012,1,0.4,V,0.2,V,0.6,V,0.9,V,1.0,V,0.6,V,0.5,V,0.5,V,0.6,V,0.5,V,0.4,V,0.5,V,0.6,V,0.7,V,0.5,V,0.3,V,0.3,V,0.5,V,0.6,V,0.5,V,0.3,V,0.4,V,0.3,V,0.5,V,0.5,V,0.6,V,0.3,V,0.3,V,0.2,V,0.6,V,0.5,V,3.974193548387096
349,1615,28,79,57,6,28079057_6_48,2012,2,0.6,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.5,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,0.3,V,0.3,V,0.5,V,0.4,V,0.5,V,0.4,V,0.4,V,0.5,V,0.3,V,0.4,V,0.4,V,0.0,N,0.0,N,4.117241379310345
350,1616,28,79,57,6,28079057_6_48,2012,3,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,3.848387096774193
351,1617,28,79,57,6,28079057_6_48,2012,4,0.3,V,0.3,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.0,N,3.926666666666668
352,1618,28,79,57,6,28079057_6_48,2012,5,0.3,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,N,0.3,V,0.2,V,3.841935483870969
353,1619,28,79,57,6,28079057_6_48,2012,6,0.2,V,0.2,V,0.2,V,0.2,N,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.1,N,0.2,N,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.1,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.0,N,3.960000000000002
354,1620,28,79,57,6,28079057_6_48,2012,7,0.1,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,3.8741935483870993
355,1621,28,79,57,6,28079057_6_48,2012,8,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.1,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,3.9161290322580666
356,1622,28,79,57,6,28079057_6_48,2012,9,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.2,V,0.1,N,0.3,N,0.3,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.0,N,4.090000000000001
357,1623,28,79,57,6,28079057_6_48,2012,10,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.4,V,0.3,V,0.2,V,0.2,V,0.3,V,0.5,V,0.4,V,0.3,V,0.2,V,0.2,V,0.3,V,0.2,V,0.4,V,0.3,V,0.3,V,4.064516129032259
358,1624,28,79,57,6,28079057_6_48,2012,11,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.4,V,0.5,V,0.4,V,0.5,V,0.5,V,0.5,V,0.4,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.0,N,4.233333333333334
359,1625,28,79,57,6,28079057_6_48,2012,12,0.3,V,0.4,V,0.6,V,0.3,V,0.3,V,0.5,V,0.4,V,0.4,V,0.4,V,0.7,V,0.6,V,0.5,V,0.5,V,0.3,V,0.2,V,0.2,V,0.4,V,0.5,V,0.5,V,0.3,V,0.3,V,0.3,V,0.4,V,0.5,V,0.4,V,0.5,V,0.6,V,0.6,V,0.5,V,0.4,V,0.4,V,4.264516129032258
360,12,28,79,4,6,28079004_6_48,2013,1,0.4,V,0.6,V,0.6,V,0.9,V,0.8,V,0.8,V,0.6,V,0.6,V,0.4,V,0.7,V,0.4,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.5,V,0.5,V,0.5,V,0.4,V,0.8,V,0.9,V,0.9,V,0.49354838709677445
361,13,28,79,4,6,28079004_6_48,2013,2,0.7,V,0.3,V,0.4,V,0.7,V,0.6,V,0.3,V,0.4,V,0.4,V,0.3,V,0.4,V,0.3,V,0.4,V,0.6,V,0.7,V,0.6,V,0.7,V,0.5,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.4,V,0.5,V,0.4,V,0.5,V,0.5,V,0.4,V,0.0,N,0.0,N,0.0,N,0.4892857142857144
362,14,28,79,4,6,28079004_6_48,2013,3,0.5,V,0.6,V,0.4,V,0.4,V,0.5,V,0.4,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.5,V,0.4,V,0.4,V,0.3,V,0.5,V,0.4,V,0.5,V,0.6,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.3,V,0.43548387096774205
363,15,28,79,4,6,28079004_6_48,2013,4,0.3,V,0.3,V,0.4,V,0.3,V,0.4,V,0.5,V,0.3,V,0.3,V,0.2,V,0.3,V,0.2,V,0.3,V,0.4,V,0.3,V,0.3,V,0.4,V,0.5,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.2,V,0.3,V,0.3,V,0.4,V,0.0,N,0.42666666666666686
364,16,28,79,4,6,28079004_6_48,2013,5,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,0.3,V,0.4,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4419354838709681
365,17,28,79,4,6,28079004_6_48,2013,6,0.3,V,0.2,V,0.3,V,0.3,V,0.4,V,0.3,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.3,V,0.0,N,0.45000000000000023
366,18,28,79,4,6,28079004_6_48,2013,7,0.3,V,0.3,V,0.4,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.3,V,0.3,V,0.4,V,0.4,V,0.3,V,0.2,V,0.2,V,0.3,V,0.5,V,0.4,V,0.49032258064516154
367,19,28,79,4,6,28079004_6_48,2013,8,0.3,V,0.2,V,0.2,V,0.1,N,0.3,N,0.3,V,0.2,V,0.2,V,0.3,V,0.2,V,0.3,V,0.3,V,0.2,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.5,V,0.5,V,0.4,V,0.2,V,0.2,V,0.3,V,0.2,V,0.3,V,0.3,V,0.3,V,0.49354838709677423
368,20,28,79,4,6,28079004_6_48,2013,9,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.4,V,0.4,V,0.5,V,0.5,V,0.5,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.4,V,0.5,V,0.5,V,0.5,V,0.6,V,0.4,V,0.2,V,0.2,V,0.2,V,0.0,N,0.6333333333333336
