,index,PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANO,MES,D01,V01,D02,V02,D03,V03,D04,V04,D05,V05,D06,V06,D07,V07,D08,V08,D09,V09,D10,V10,D11,V11,D12,V12,D13,V13,D14,V14,D15,V15,D16,V16,D17,V17,D18,V18,D19,V19,D20,V20,D21,V21,D22,V22,D23,V23,D24,V24,D25,V25,D26,V26,D27,V27,D28,V28,D29,V29,D30,V30,D31,V31,total
31,597,28,79,24,10,28079024_10_47,2010,8,34.0,V,29.0,V,13.0,V,16.0,V,15.0,V,19.0,V,25.0,V,34.0,V,65.0,V,0.0,N,51.0,V,24.0,V,11.0,V,9.0,V,17.0,V,19.0,V,20.0,V,28.0,V,29.0,V,20.0,V,20.0,V,20.0,V,17.0,V,13.0,V,17.0,V,27.0,V,16.0,V,18.0,V,15.0,V,15.0,V,28.0,V,23.833333333333332
32,598,28,79,24,10,28079024_10_47,2010,9,26.0,V,18.0,V,15.0,V,0.0,N,0.0,N,0.0,N,17.0,V,10.0,V,19.0,V,21.0,V,29.0,V,26.0,V,26.0,V,26.0,V,33.0,V,27.0,V,14.0,V,13.0,V,15.0,V,21.0,V,24.0,V,25.0,V,36.0,V,8.0,V,10.0,V,11.0,V,18.0,V,20.0,V,22.0,V,25.0,V,0.0,N,21.74074074074074
33,599,28,79,24,10,28079024_10_47,2010,10,27.0,V,29.0,V,25.0,V,6.0,V,15.0,V,22.0,V,29.0,V,29.0,V,16.0,V,7.0,V,14.0,V,9.0,V,10.0,V,18.0,V,19.0,V,15.0,V,11.0,V,13.0,V,21.0,V,28.0,V,31.0,V,32.0,V,33.0,V,24.0,V,7.0,V,16.0,V,28.0,V,41.0,V,32.0,V,5.0,V,7.0,V,21.032258064516128
34,600,28,79,24,10,28079024_10_47,2010,11,7.0,V,13.0,V,20.0,V,21.0,V,23.0,V,21.0,V,11.0,V,7.0,V,6.0,V,9.0,V,14.0,V,29.0,V,19.0,V,12.0,V,6.0,V,10.0,V,8.0,V,8.0,V,18.0,V,6.0,V,6.0,V,6.0,V,14.0,V,18.0,V,15.0,V,8.0,V,10.0,V,12.0,V,14.0,V,9.0,V,0.0,N,13.8
35,601,28,79,24,10,28079024_10_47,2010,12,5.0,V,6.0,V,8.0,V,12.0,V,11.0,V,8.0,V,0.0,N,11.0,V,12.0,V,15.0,V,20.0,V,21.0,V,39.0,V,16.0,V,8.0,V,14.0,V,19.0,V,28.0,V,7.0,V,10.0,V,8.0,V,8.0,V,6.0,V,8.0,V,10.0,V,13.0,V,25.0,V,28.0,V,22.0,V,20.0,V,12.0,V,15.5
36,902,28,79,36,10,28079036_10_47,2010,1,13.0,V,18.0,V,21.0,V,11.0,V,14.0,V,13.0,V,7.0,V,13.0,V,12.0,V,17.0,V,19.0,V,16.0,V,14.0,V,13.0,V,26.0,V,19.0,V,15.0,V,22.0,V,16.0,V,13.0,V,36.0,V,53.0,V,22.0,V,15.0,V,7.0,V,10.0,V,13.0,V,34.0,V,26.0,V,9.0,V,9.0,V,18.774193548387096
37,903,28,79,36,10,28079036_10_47,2010,2,18.0,V,26.0,V,30.0,V,28.0,V,13.0,V,13.0,V,22.0,V,14.0,V,11.0,V,16.0,V,12.0,V,18.0,V,12.0,V,11.0,V,16.0,V,9.0,V,10.0,V,14.0,V,16.0,V,12.0,V,11.0,V,10.0,V,11.0,V,15.0,V,13.0,V,19.0,V,17.0,V,8.0,V,0.0,N,0.0,N,0.0,N,16.5
38,904,28,79,36,10,28079036_10_47,2010,3,10.0,V,14.0,V,11.0,V,17.0,V,9.0,V,6.0,V,9.0,V,7.0,V,12.0,V,15.0,V,16.0,V,15.0,V,17.0,V,10.0,V,23.0,V,24.0,V,25.0,V,52.0,V,59.0,V,122.0,V,73.0,V,41.0,V,30.0,V,36.0,V,15.0,V,14.0,V,14.0,V,19.0,V,25.0,V,15.0,V,13.0,V,26.0
39,905,28,79,36,10,28079036_10_47,2010,4,10.0,V,13.0,V,13.0,V,11.0,V,16.0,V,29.0,V,22.0,V,14.0,V,20.0,V,19.0,V,15.0,V,28.0,V,17.0,V,12.0,V,18.0,V,20.0,V,11.0,V,12.0,V,16.0,V,19.0,V,23.0,V,14.0,V,23.0,V,22.0,V,22.0,V,23.0,V,29.0,V,29.0,V,29.0,V,25.0,V,0.0,N,20.433333333333334
40,906,28,79,36,10,28079036_10_47,2010,5,19.0,V,10.0,V,17.0,V,19.0,V,17.0,V,21.0,V,24.0,V,22.0,V,14.0,V,12.0,V,23.0,V,15.0,V,15.0,V,18.0,V,10.0,V,10.0,V,19.0,V,20.0,V,19.0,V,29.0,V,27.0,V,27.0,V,28.0,V,25.0,V,27.0,V,21.0,V,25.0,V,20.0,V,16.0,V,16.0,V,22.0,V,20.870967741935484
41,907,28,79,36,10,28079036_10_47,2010,6,26.0,V,18.0,V,19.0,V,24.0,V,28.0,V,19.0,V,25.0,V,22.0,V,10.0,V,16.0,V,14.0,V,12.0,V,10.0,V,16.0,V,8.0,V,13.0,V,17.0,V,25.0,V,13.0,V,10.0,V,15.0,V,20.0,V,22.0,V,30.0,V,32.0,V,20.0,V,17.0,V,26.0,V,21.0,V,24.0,V,0.0,N,20.433333333333334
42,908,28,79,36,10,28079036_10_47,2010,7,31.0,V,36.0,V,20.0,V,22.0,V,25.0,V,24.0,V,32.0,V,51.0,V,39.0,V,39.0,V,34.0,V,33.0,V,29.0,V,21.0,V,19.0,V,32.0,V,29.0,V,31.0,V,36.0,V,34.0,V,25.0,V,23.0,V,16.0,V,24.0,V,18.0,V,18.0,V,25.0,V,35.0,V,30.0,V,19.0,V,33.0,V,29.838709677419356
43,909,28,79,36,10,28079036_10_47,2010,8,36.0,V,43.0,V,14.0,V,16.0,V,13.0,V,22.0,V,33.0,V,40.0,V,67.0,V,104.0,V,63.0,V,38.0,V,15.0,V,8.0,V,18.0,V,28.0,V,21.0,V,28.0,V,38.0,V,23.0,V,22.0,V,21.0,V,24.0,V,21.0,V,21.0,V,31.0,V,21.0,V,26.0,V,16.0,V,19.0,V,37.0,V,31.29032258064516
44,910,28,79,36,10,28079036_10_47,2010,9,34.0,V,25.0,V,24.0,V,30.0,V,30.0,V,33.0,V,27.0,V,12.0,V,24.0,V,24.0,V,28.0,V,30.0,V,27.0,V,30.0,V,43.0,V,39.0,V,19.0,V,15.0,V,16.0,V,28.0,V,27.0,V,36.0,V,47.0,V,11.0,V,8.0,V,10.0,V,20.0,V,27.0,V,21.0,V,38.0,V,0.0,N,27.566666666666666
