,index,PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANO,MES,D01,V01,D02,V02,D03,V03,D04,V04,D05,V05,D06,V06,D07,V07,D08,V08,D09,V09,D10,V10,D11,V11,D12,V12,D13,V13,D14,V14,D15,V15,D16,V16,D17,V17,D18,V18,D19,V19,D20,V20,D21,V21,D22,V22,D23,V23,D24,V24,D25,V25,D26,V26,D27,V27,D28,V28,D29,V29,D30,V30,D31,V31,total
894,290,28,79,16,8,28079016_8_8,2013,3,37.0,V,38.0,V,25.0,V,27.0,V,45.0,V,42.0,V,36.0,V,52.0,V,29.0,V,19.0,V,25.0,V,29.0,V,20.0,V,32.0,V,54.0,V,36.0,V,44.0,V,21.0,V,52.0,V,41.0,V,51.0,V,60.0,V,37.0,V,18.0,V,30.0,V,27.0,V,27.0,V,12.0,V,13.0,V,12.0,V,22.0,V,33.903225806451616
895,291,28,79,16,8,28079016_8_8,2013,4,26.0,V,30.0,V,48.0,V,33.0,V,25.0,V,24.0,V,30.0,V,28.0,V,26.0,V,29.0,V,23.0,V,32.0,V,43.0,V,21.0,V,31.0,V,46.0,V,46.0,V,49.0,V,16.0,V,13.0,V,18.0,V,14.0,V,25.0,V,36.0,V,18.0,V,23.0,V,9.0,V,8.0,V,20.0,V,32.0,V,0.0,N,28.7
896,292,28,79,16,8,28079016_8_8,2013,5,28.0,V,18.0,V,15.0,V,26.0,V,30.0,V,32.0,V,31.0,V,44.0,V,29.0,V,31.0,V,18.0,V,13.0,V,28.0,V,34.0,V,20.0,V,31.0,V,27.0,V,20.0,V,21.0,V,34.0,V,21.0,V,31.0,V,25.0,V,24.0,V,27.0,V,12.0,V,31.0,V,20.0,V,17.0,V,25.0,V,20.0,V,26.548387096774192
897,293,28,79,16,8,28079016_8_8,2013,6,9.0,V,7.0,V,24.0,V,32.0,V,33.0,V,26.0,V,24.0,V,13.0,V,16.0,V,32.0,V,31.0,V,32.0,V,39.0,V,28.0,V,34.0,V,32.0,V,20.0,V,18.0,V,22.0,V,31.0,V,29.0,V,19.0,V,22.0,V,15.0,V,20.0,V,19.0,V,21.0,V,16.0,V,8.0,V,20.0,V,0.0,N,24.433333333333334
898,294,28,79,16,8,28079016_8_8,2013,7,29.0,V,24.0,V,38.0,V,7.0,V,6.0,V,4.0,V,5.0,V,8.0,V,8.0,V,7.0,V,7.0,V,6.0,V,6.0,V,3.0,V,5.0,V,7.0,V,6.0,V,6.0,V,8.0,V,5.0,V,3.0,V,6.0,V,9.0,V,7.0,V,9.0,V,8.0,V,5.0,V,2.0,V,7.0,V,9.0,V,8.0,V,10.0
899,295,28,79,16,8,28079016_8_8,2013,8,22.0,V,25.0,V,20.0,V,28.0,V,43.0,V,31.0,V,21.0,V,12.0,V,24.0,V,16.0,V,21.0,V,30.0,V,14.0,V,26.0,V,27.0,V,31.0,V,13.0,V,20.0,V,33.0,V,21.0,V,30.0,V,45.0,V,56.0,V,24.0,V,9.0,V,11.0,V,15.0,V,14.0,V,14.0,V,20.0,V,25.0,V,25.29032258064516
900,296,28,79,16,8,28079016_8_8,2013,9,15.0,V,34.0,V,44.0,V,37.0,V,22.0,V,34.0,V,27.0,V,25.0,V,37.0,V,36.0,V,23.0,V,42.0,V,48.0,V,49.0,N,39.0,V,44.0,V,44.0,V,30.0,V,31.0,V,26.0,V,26.0,V,31.0,V,66.0,V,72.0,V,61.0,V,73.0,V,50.0,V,19.0,V,11.0,V,27.0,V,0.0,N,38.9
901,297,28,79,16,8,28079016_8_8,2013,10,19.0,V,41.0,V,42.0,V,37.0,V,38.0,V,20.0,V,42.0,V,54.0,V,51.0,V,48.0,V,38.0,V,23.0,V,33.0,V,47.0,V,43.0,V,56.0,V,57.0,V,70.0,V,47.0,V,24.0,V,54.0,V,44.0,V,43.0,V,43.0,V,45.0,V,43.0,V,50.0,V,58.0,V,28.0,V,38.0,V,76.0,V,45.064516129032256
902,298,28,79,16,8,28079016_8_8,2013,11,53.0,V,46.0,V,37.0,V,34.0,V,29.0,V,53.0,V,36.0,V,41.0,V,27.0,V,37.0,V,56.0,V,48.0,V,22.0,V,29.0,V,28.0,V,33.0,V,35.0,V,55.0,V,46.0,V,41.0,V,41.0,V,35.0,V,37.0,V,25.0,V,49.0,V,38.0,V,28.0,V,42.0,V,72.0,V,59.0,V,0.0,N,41.93333333333333
903,299,28,79,16,8,28079016_8_8,2013,12,35.0,V,65.0,V,75.0,V,97.0,V,60.0,V,1.0,N,71.0,V,73.0,V,66.0,V,59.0,V,60.0,V,76.0,V,80.0,V,56.0,V,44.0,V,47.0,V,65.0,V,61.0,V,51.0,V,36.0,V,64.0,V,61.0,V,70.0,V,44.0,V,23.0,V,34.0,V,37.0,V,25.0,V,45.0,V,67.0,V,53.0,V,56.38709677419355
904,348,28,79,17,8,28079017_8_8,2013,1,35.0,V,57.0,V,82.0,V,113.0,V,110.0,V,95.0,V,61.0,V,54.0,V,51.0,V,52.0,V,49.0,V,28.0,V,18.0,V,43.0,V,26.0,V,24.0,V,29.0,V,18.0,V,18.0,V,14.0,V,34.0,V,37.0,V,23.0,V,25.0,V,48.0,V,40.0,V,33.0,V,46.0,V,91.0,V,95.0,V,94.0,V,51.32258064516129
905,349,28,79,17,8,28079017_8_8,2013,2,51.0,V,20.0,V,36.0,V,85.0,V,71.0,V,20.0,V,35.0,V,30.0,V,36.0,V,27.0,V,23.0,V,24.0,V,43.0,V,79.0,V,79.0,V,82.0,V,49.0,V,44.0,V,33.0,V,35.0,V,28.0,V,26.0,V,22.0,V,38.0,V,46.0,V,53.0,V,30.0,V,25.0,V,0.0,N,0.0,N,0.0,N,43.535714285714285
906,350,28,79,17,8,28079017_8_8,2013,3,41.0,V,45.0,V,17.0,V,23.0,V,40.0,V,31.0,V,24.0,V,36.0,V,22.0,V,13.0,V,18.0,V,19.0,V,20.0,V,25.0,V,47.0,V,32.0,V,33.0,V,18.0,V,47.0,V,37.0,V,53.0,V,63.0,V,33.0,V,13.0,V,19.0,V,18.0,V,18.0,V,8.0,V,8.0,V,13.0,V,15.0,V,29.0
907,351,28,79,17,8,28079017_8_8,2013,4,23.0,V,22.0,V,44.0,V,26.0,V,26.0,V,28.0,V,29.0,V,22.0,V,17.0,V,17.0,V,18.0,V,26.0,V,46.0,V,30.0,V,32.0,V,51.0,V,54.0,V,45.0,V,17.0,V,17.0,V,20.0,V,17.0,V,24.0,V,50.0,V,23.0,V,23.0,V,12.0,V,6.0,V,22.0,V,30.0,V,0.0,N,28.933333333333334
908,352,28,79,17,8,28079017_8_8,2013,5,30.0,V,30.0,V,24.0,V,25.0,V,44.0,V,43.0,V,26.0,V,36.0,V,23.0,V,26.0,V,31.0,V,20.0,V,28.0,V,27.0,V,22.0,V,32.0,V,20.0,V,14.0,V,17.0,V,36.0,V,29.0,V,33.0,V,25.0,V,27.0,V,38.0,V,10.0,V,20.0,V,16.0,V,12.0,V,24.0,V,26.0,V,27.93548387096774
909,353,28,79,17,8,28079017_8_8,2013,6,16.0,V,7.0,V,24.0,V,39.0,V,40.0,V,24.0,V,23.0,V,18.0,V,14.0,N,21.0,V,22.0,V,34.0,V,30.0,V,36.0,V,41.0,V,32.0,V,16.0,V,15.0,V,26.0,V,33.0,V,37.0,V,27.0,V,31.0,V,21.0,V,32.0,V,24.0,V,23.0,V,19.0,V,11.0,V,21.0,V,0.0,N,27.0
910,354,28,79,17,8,28079017_8_8,2013,7,30.0,V,22.0,V,37.0,V,16.0,V,22.0,V,20.0,V,25.0,V,43.0,V,30.0,V,33.0,V,35.0,V,28.0,V,24.0,V,18.0,V,21.0,V,27.0,V,23.0,V,28.0,V,36.0,V,28.0,V,11.0,V,26.0,V,35.0,V,34.0,V,37.0,V,31.0,V,16.0,V,8.0,V,34.0,V,56.0,V,47.0,V,30.161290322580644
911,355,28,79,17,8,28079017_8_8,2013,8,34.0,V,23.0,V,27.0,V,37.0,V,45.0,V,26.0,V,17.0,V,13.0,V,30.0,V,30.0,V,26.0,V,28.0,V,18.0,V,25.0,V,29.0,V,30.0,V,19.0,V,23.0,V,46.0,V,22.0,V,26.0,V,43.0,V,56.0,V,39.0,V,12.0,V,13.0,V,19.0,V,16.0,V,15.0,V,25.0,V,32.0,V,29.0
912,356,28,79,17,8,28079017_8_8,2013,9,22.0,V,29.0,V,36.0,V,33.0,V,20.0,V,35.0,V,35.0,V,27.0,V,41.0,V,39.0,V,26.0,V,38.0,V,47.0,V,60.0,V,49.0,V,49.0,V,53.0,V,35.0,V,29.0,V,35.0,V,33.0,V,41.0,V,66.0,V,69.0,V,57.0,V,62.0,V,44.0,V,20.0,V,13.0,V,20.0,V,0.0,N,40.63333333333333
913,357,28,79,17,8,28079017_8_8,2013,10,16.0,V,26.0,V,32.0,V,30.0,V,40.0,V,23.0,V,44.0,V,66.0,V,60.0,V,59.0,V,45.0,V,26.0,V,20.0,V,41.0,V,32.0,V,40.0,V,67.0,V,78.0,V,39.0,V,25.0,V,51.0,V,33.0,V,30.0,V,32.0,V,35.0,V,40.0,V,50.0,V,51.0,V,25.0,V,56.0,V,74.0,V,43.32258064516129
914,358,28,79,17,8,28079017_8_8,2013,11,56.0,V,38.0,V,29.0,V,19.0,V,21.0,V,43.0,V,27.0,V,32.0,V,26.0,V,32.0,V,60.0,V,55.0,V,20.0,V,32.0,V,39.0,V,36.0,V,31.0,V,41.0,V,43.0,V,49.0,V,31.0,V,33.0,V,59.0,V,46.0,V,66.0,V,55.0,V,26.0,V,47.0,V,93.0,V,73.0,V,0.0,N,43.86666666666667
915,359,28,79,17,8,28079017_8_8,2013,12,37.0,V,97.0,V,97.0,V,131.0,V,130.0,V,86.0,V,96.0,V,106.0,V,101.0,V,116.0,V,84.0,V,107.0,V,87.0,V,80.0,V,81.0,V,71.0,V,78.0,V,64.0,V,33.0,V,43.0,V,85.0,V,86.0,V,78.0,V,33.0,V,14.0,V,27.0,V,26.0,V,27.0,V,46.0,V,67.0,V,41.0,V,74.64516129032258
916,420,28,79,18,8,28079018_8_8,2013,1,39.0,V,60.0,V,65.0,V,83.0,V,75.0,V,66.0,V,54.0,V,59.0,V,55.0,V,55.0,V,51.0,V,27.0,V,17.0,V,31.0,V,22.0,V,23.0,V,24.0,V,16.0,V,17.0,V,13.0,V,23.0,V,34.0,V,20.0,V,20.0,V,47.0,V,39.0,V,35.0,V,36.0,V,78.0,V,75.0,V,75.0,V,44.96774193548387
917,421,28,79,18,8,28079018_8_8,2013,2,41.0,V,17.0,V,35.0,V,77.0,V,53.0,V,17.0,V,29.0,V,22.0,V,30.0,V,31.0,V,18.0,V,20.0,V,42.0,V,61.0,V,60.0,V,51.0,V,36.0,V,44.0,V,36.0,V,34.0,V,25.0,V,22.0,V,24.0,V,37.0,V,41.0,V,44.0,V,42.0,V,26.0,V,0.0,N,0.0,N,0.0,N,38.42857142857143
918,422,28,79,18,8,28079018_8_8,2013,3,37.0,V,49.0,V,21.0,V,29.0,V,46.0,V,32.0,V,27.0,V,33.0,V,20.0,V,12.0,V,15.0,V,17.0,V,16.0,V,20.0,V,41.0,V,31.0,V,38.0,V,15.0,V,47.0,V,28.0,V,49.0,V,49.0,V,34.0,V,13.0,V,17.0,V,16.0,V,15.0,V,9.0,V,9.0,V,9.0,V,17.0,V,28.161290322580644
919,423,28,79,18,8,28079018_8_8,2013,4,18.0,V,18.0,V,42.0,V,22.0,V,25.0,V,23.0,V,28.0,V,16.0,V,14.0,V,16.0,V,14.0,V,23.0,V,40.0,V,34.0,V,32.0,V,41.0,V,45.0,V,37.0,V,18.0,V,18.0,V,23.0,V,18.0,V,24.0,V,40.0,V,21.0,V,23.0,V,14.0,V,12.0,V,26.0,V,32.0,V,0.0,N,27.333333333333332
920,424,28,79,18,8,28079018_8_8,2013,5,27.0,V,26.0,V,23.0,V,25.0,V,36.0,V,37.0,V,25.0,V,31.0,V,25.0,V,22.0,V,29.0,V,25.0,V,32.0,V,30.0,V,26.0,V,25.0,V,18.0,V,14.0,V,15.0,V,38.0,V,26.0,V,28.0,V,26.0,V,23.0,V,36.0,V,15.0,V,21.0,V,14.0,V,11.0,V,21.0,V,25.0,V,27.06451612903226
921,425,28,79,18,8,28079018_8_8,2013,6,15.0,V,11.0,V,26.0,V,34.0,V,35.0,V,21.0,V,17.0,V,11.0,V,12.0,V,17.0,V,16.0,V,27.0,V,25.0,V,28.0,V,29.0,V,31.0,V,14.0,V,12.0,V,23.0,V,25.0,V,33.0,V,22.0,V,29.0,V,21.0,V,26.0,V,22.0,V,22.0,V,21.0,V,11.0,V,22.0,V,0.0,N,24.1
922,426,28,79,18,8,28079018_8_8,2013,7,29.0,V,20.0,V,35.0,V,17.0,V,23.0,V,18.0,V,28.0,V,31.0,V,27.0,V,33.0,V,31.0,V,25.0,V,21.0,V,15.0,V,18.0,V,15.0,V,21.0,V,23.0,V,29.0,V,28.0,V,15.0,V,24.0,V,31.0,V,29.0,V,27.0,V,23.0,V,13.0,V,9.0,V,23.0,V,47.0,V,41.0,V,26.93548387096774
923,427,28,79,18,8,28079018_8_8,2013,8,29.0,V,24.0,V,21.0,V,28.0,V,37.0,V,25.0,V,12.0,V,15.0,V,30.0,V,28.0,V,25.0,V,29.0,V,19.0,V,21.0,V,22.0,V,31.0,V,19.0,V,18.0,V,36.0,V,20.0,V,23.0,V,38.0,V,44.0,V,33.0,V,11.0,V,12.0,V,16.0,V,17.0,V,17.0,V,24.0,V,32.0,V,26.548387096774192
924,428,28,79,18,8,28079018_8_8,2013,9,22.0,V,34.0,V,49.0,V,38.0,V,19.0,V,28.0,V,29.0,V,24.0,V,40.0,V,36.0,V,28.0,V,42.0,V,46.0,V,51.0,V,44.0,V,47.0,V,51.0,V,36.0,V,35.0,V,35.0,V,30.0,V,37.0,V,58.0,V,58.0,V,47.0,V,60.0,V,46.0,V,15.0,V,10.0,V,17.0,V,0.0,N,39.333333333333336
925,429,28,79,18,8,28079018_8_8,2013,10,15.0,V,38.0,V,31.0,V,26.0,V,39.0,V,25.0,V,45.0,V,59.0,V,58.0,V,50.0,V,38.0,V,24.0,V,20.0,V,32.0,V,25.0,V,40.0,V,56.0,V,60.0,V,33.0,V,24.0,V,50.0,V,47.0,V,31.0,V,41.0,V,43.0,V,37.0,V,42.0,V,43.0,V,28.0,V,49.0,V,66.0,V,41.41935483870968
926,430,28,79,18,8,28079018_8_8,2013,11,50.0,V,39.0,V,28.0,V,22.0,V,16.0,V,45.0,V,25.0,V,29.0,V,21.0,V,29.0,V,56.0,V,51.0,V,27.0,V,40.0,V,36.0,V,37.0,V,32.0,V,48.0,N,39.0,V,38.0,V,24.0,V,32.0,V,49.0,V,43.0,V,61.0,V,46.0,V,32.0,V,46.0,V,80.0,V,57.0,V,0.0,N,41.6
927,431,28,79,18,8,28079018_8_8,2013,12,45.0,V,77.0,V,79.0,V,89.0,V,91.0,V,62.0,V,75.0,V,73.0,V,80.0,V,82.0,V,72.0,V,81.0,V,80.0,V,57.0,V,62.0,V,68.0,V,73.0,N,56.0,V,30.0,V,40.0,V,70.0,V,64.0,V,57.0,V,37.0,V,14.0,V,24.0,V,25.0,V,21.0,V,39.0,V,57.0,V,41.0,V,61.03225806451613
928,540,28,79,24,8,28079024_8_8,2013,1,24.0,V,34.0,V,41.0,V,59.0,V,56.0,V,50.0,V,39.0,V,45.0,V,37.0,V,34.0,V,36.0,V,8.0,V,4.0,V,8.0,V,4.0,V,5.0,V,6.0,V,3.0,V,6.0,V,2.0,V,7.0,V,13.0,V,3.0,V,6.0,V,17.0,V,16.0,V,19.0,V,22.0,V,63.0,V,54.0,V,51.0,V,27.225806451612904
929,541,28,79,24,8,28079024_8_8,2013,2,23.0,V,4.0,V,15.0,V,59.0,V,33.0,V,5.0,V,9.0,V,6.0,V,11.0,V,11.0,V,4.0,V,7.0,V,21.0,V,44.0,V,39.0,V,40.0,V,24.0,V,29.0,V,27.0,V,21.0,V,7.0,V,5.0,V,11.0,V,26.0,V,22.0,V,25.0,V,37.0,V,16.0,V,0.0,N,0.0,N,0.0,N,23.357142857142858
930,542,28,79,24,8,28079024_8_8,2013,3,18.0,V,26.0,V,15.0,V,21.0,V,36.0,V,18.0,V,17.0,V,18.0,V,9.0,V,3.0,V,3.0,V,4.0,V,5.0,V,6.0,V,27.0,V,19.0,V,21.0,V,5.0,V,26.0,V,12.0,V,31.0,V,33.0,V,16.0,V,3.0,V,5.0,V,4.0,V,3.0,V,1.0,V,3.0,V,2.0,V,8.0,V,15.870967741935484
931,543,28,79,24,8,28079024_8_8,2013,4,3.0,V,5.0,V,26.0,V,6.0,V,11.0,V,9.0,V,17.0,V,4.0,V,4.0,V,5.0,V,4.0,V,8.0,V,21.0,V,18.0,V,18.0,V,22.0,V,25.0,V,21.0,V,11.0,V,10.0,V,11.0,V,11.0,V,13.0,V,25.0,V,11.0,V,13.0,V,6.0,V,5.0,V,15.0,V,19.0,V,0.0,N,15.066666666666666
932,544,28,79,24,8,28079024_8_8,2013,5,12.0,V,12.0,V,10.0,V,12.0,V,15.0,V,18.0,V,9.0,V,17.0,V,10.0,V,9.0,V,13.0,V,7.0,V,15.0,V,21.0,V,13.0,V,11.0,V,5.0,V,3.0,V,5.0,V,16.0,V,13.0,V,15.0,V,17.0,V,13.0,V,22.0,V,9.0,V,10.0,V,4.0,V,2.0,V,9.0,V,10.0,V,13.96774193548387
933,545,28,79,24,8,28079024_8_8,2013,6,6.0,V,5.0,V,12.0,V,17.0,V,20.0,V,10.0,V,8.0,V,2.0,V,3.0,V,9.0,V,6.0,V,16.0,V,12.0,V,13.0,V,15.0,V,14.0,V,5.0,V,4.0,V,11.0,V,14.0,V,16.0,V,13.0,V,15.0,V,12.0,V,14.0,V,13.0,V,16.0,V,11.0,V,6.0,V,13.0,V,0.0,N,13.6
934,546,28,79,24,8,28079024_8_8,2013,7,23.0,V,11.0,V,24.0,V,9.0,V,14.0,V,14.0,V,21.0,V,19.0,V,17.0,V,23.0,V,18.0,V,15.0,V,9.0,V,8.0,V,11.0,V,14.0,V,16.0,V,16.0,V,17.0,V,15.0,V,10.0,V,16.0,V,17.0,V,15.0,V,14.0,V,15.0,V,9.0,V,5.0,V,15.0,V,28.0,V,25.0,V,18.096774193548388
935,547,28,79,24,8,28079024_8_8,2013,8,17.0,V,17.0,V,11.0,V,13.0,V,18.0,V,11.0,V,5.0,V,8.0,V,17.0,V,13.0,V,12.0,V,21.0,V,10.0,V,17.0,V,12.0,V,20.0,V,11.0,V,10.0,V,20.0,V,13.0,V,12.0,V,22.0,V,20.0,V,15.0,V,6.0,V,7.0,V,10.0,V,10.0,V,10.0,V,14.0,V,20.0,V,16.161290322580644
936,548,28,79,24,8,28079024_8_8,2013,9,13.0,V,23.0,V,37.0,V,28.0,V,12.0,V,17.0,V,18.0,V,14.0,V,25.0,V,23.0,V,17.0,V,32.0,V,32.0,V,34.0,V,26.0,V,28.0,V,32.0,V,19.0,V,24.0,V,20.0,V,17.0,V,17.0,V,47.0,V,48.0,V,37.0,V,43.0,V,38.0,V,7.0,V,2.0,V,9.0,V,0.0,N,27.3
937,549,28,79,24,8,28079024_8_8,2013,10,6.0,V,32.0,V,24.0,V,16.0,V,26.0,V,13.0,V,35.0,V,49.0,V,43.0,V,32.0,V,25.0,V,14.0,V,11.0,V,32.0,V,12.0,V,26.0,V,42.0,V,45.0,V,22.0,V,15.0,V,37.0,V,39.0,V,18.0,V,33.0,V,34.0,V,22.0,V,30.0,V,30.0,V,15.0,V,31.0,V,50.0,V,30.322580645161292
938,550,28,79,24,8,28079024_8_8,2013,11,37.0,V,21.0,V,17.0,V,8.0,V,4.0,V,28.0,V,13.0,V,15.0,V,9.0,V,16.0,V,41.0,V,42.0,V,18.0,V,26.0,V,24.0,V,23.0,V,21.0,V,27.0,V,28.0,V,21.0,V,9.0,V,19.0,V,31.0,V,29.0,V,40.0,V,38.0,V,23.0,V,34.0,V,66.0,V,42.0,V,0.0,N,28.4
939,551,28,79,24,8,28079024_8_8,2013,12,25.0,V,64.0,V,51.0,V,75.0,V,73.0,V,42.0,V,62.0,V,66.0,V,72.0,V,61.0,V,52.0,V,65.0,V,68.0,V,41.0,V,42.0,V,52.0,V,55.0,V,44.0,V,20.0,V,24.0,V,60.0,V,48.0,V,49.0,V,24.0,V,3.0,V,8.0,V,17.0,V,6.0,V,27.0,V,45.0,V,23.0,V,46.67741935483871
940,684,28,79,27,8,28079027_8_8,2013,1,43.0,V,43.0,V,56.0,V,74.0,V,70.0,V,63.0,V,54.0,V,41.0,V,48.0,V,66.0,V,56.0,V,32.0,V,15.0,V,40.0,V,15.0,V,28.0,V,26.0,V,21.0,V,19.0,V,12.0,V,22.0,V,37.0,V,17.0,V,32.0,V,70.0,V,41.0,V,38.0,V,57.0,V,62.0,V,67.0,V,76.0,V,45.96774193548387
941,685,28,79,27,8,28079027_8_8,2013,2,52.0,V,14.0,V,20.0,V,76.0,V,47.0,V,13.0,V,35.0,V,34.0,V,35.0,V,34.0,V,13.0,V,39.0,V,56.0,V,62.0,V,58.0,V,52.0,V,37.0,V,45.0,V,28.0,V,34.0,V,33.0,V,29.0,V,16.0,V,24.0,V,30.0,V,38.0,V,29.0,V,20.0,V,0.0,N,0.0,N,0.0,N,38.857142857142854
942,686,28,79,27,8,28079027_8_8,2013,3,32.0,V,38.0,V,24.0,V,21.0,V,42.0,V,36.0,V,26.0,V,43.0,V,23.0,V,13.0,V,16.0,V,21.0,V,19.0,V,28.0,V,51.0,V,31.0,V,36.0,V,14.0,V,43.0,V,34.0,V,42.0,V,45.0,V,34.0,V,14.0,V,20.0,V,18.0,V,20.0,V,7.0,V,8.0,V,7.0,V,19.0,V,29.387096774193548
943,687,28,79,27,8,28079027_8_8,2013,4,16.0,V,19.0,V,36.0,V,31.0,V,28.0,V,22.0,V,27.0,V,18.0,V,16.0,V,20.0,V,16.0,V,26.0,V,32.0,V,19.0,V,28.0,V,44.0,V,45.0,V,40.0,V,14.0,V,7.0,V,18.0,V,12.0,V,23.0,V,35.0,V,22.0,V,19.0,V,14.0,V,7.0,V,15.0,V,23.0,V,0.0,N,25.966666666666665
944,688,28,79,27,8,28079027_8_8,2013,5,28.0,V,28.0,V,21.0,V,27.0,V,35.0,V,29.0,V,28.0,V,38.0,V,27.0,V,20.0,V,17.0,V,13.0,V,30.0,V,26.0,V,16.0,V,19.0,V,21.0,V,12.0,V,19.0,V,27.0,V,18.0,V,25.0,V,14.0,V,14.0,V,24.0,V,10.0,V,25.0,V,14.0,V,9.0,V,20.0,V,24.0,V,24.70967741935484
945,689,28,79,27,8,28079027_8_8,2013,6,8.0,V,3.0,V,16.0,V,30.0,V,28.0,V,16.0,V,19.0,V,10.0,V,14.0,V,33.0,V,28.0,V,26.0,V,32.0,V,25.0,V,29.0,V,28.0,V,14.0,V,15.0,V,17.0,V,23.0,V,28.0,V,19.0,V,23.0,V,10.0,V,22.0,V,14.0,V,18.0,V,9.0,V,5.0,V,24.0,V,0.0,N,22.5
946,690,28,79,27,8,28079027_8_8,2013,7,28.0,V,19.0,V,25.0,V,10.0,V,20.0,V,18.0,V,21.0,V,30.0,V,30.0,V,22.0,V,32.0,V,21.0,V,27.0,V,16.0,V,19.0,V,18.0,V,26.0,V,33.0,V,31.0,V,20.0,V,15.0,V,27.0,V,32.0,V,28.0,V,30.0,V,29.0,V,20.0,V,7.0,V,29.0,V,45.0,V,34.0,V,27.483870967741936
947,691,28,79,27,8,28079027_8_8,2013,8,30.0,V,20.0,V,24.0,V,29.0,V,37.0,V,31.0,V,20.0,V,12.0,V,24.0,V,24.0,V,30.0,V,31.0,V,16.0,V,22.0,V,25.0,V,28.0,V,15.0,V,27.0,V,35.0,V,15.0,V,25.0,V,38.0,V,53.0,V,27.0,V,11.0,V,8.0,V,12.0,V,11.0,V,16.0,V,23.0,V,25.0,V,26.93548387096774
948,692,28,79,27,8,28079027_8_8,2013,9,11.0,V,33.0,V,42.0,V,34.0,V,18.0,V,30.0,V,27.0,V,28.0,V,36.0,V,32.0,V,16.0,V,37.0,V,45.0,V,43.0,V,32.0,V,40.0,V,39.0,V,28.0,V,19.0,V,22.0,V,26.0,V,37.0,V,57.0,V,66.0,V,52.0,V,59.0,V,35.0,V,15.0,V,8.0,V,24.0,V,0.0,N,36.1
949,693,28,79,27,8,28079027_8_8,2013,10,16.0,V,32.0,V,31.0,V,30.0,V,36.0,V,20.0,V,36.0,V,50.0,V,47.0,V,43.0,V,32.0,V,28.0,V,39.0,V,39.0,V,41.0,V,56.0,V,50.0,V,59.0,V,45.0,V,25.0,V,48.0,V,37.0,V,38.0,V,33.0,V,37.0,V,38.0,V,40.0,V,42.0,V,28.0,V,37.0,V,72.0,V,41.87096774193548
950,694,28,79,27,8,28079027_8_8,2013,11,52.0,V,38.0,V,38.0,V,29.0,V,15.0,V,50.0,V,35.0,V,42.0,V,18.0,V,38.0,V,42.0,V,40.0,V,14.0,V,19.0,V,28.0,V,28.0,V,31.0,V,43.0,V,39.0,V,36.0,V,37.0,V,27.0,V,31.0,V,23.0,V,40.0,V,30.0,V,19.0,V,40.0,V,64.0,V,45.0,V,0.0,N,37.5
951,695,28,79,27,8,28079027_8_8,2013,12,28.0,V,66.0,V,76.0,V,80.0,V,98.0,V,59.0,V,66.0,V,64.0,V,62.0,V,61.0,V,56.0,V,70.0,V,65.0,V,50.0,V,49.0,V,50.0,V,62.0,V,51.0,V,39.0,V,37.0,V,56.0,V,57.0,V,59.0,V,32.0,V,13.0,V,22.0,V,26.0,V,11.0,V,46.0,V,60.0,V,45.0,V,55.193548387096776
952,792,28,79,35,8,28079035_8_8,2013,1,38.0,V,67.0,V,69.0,V,84.0,V,81.0,V,72.0,V,49.0,V,57.0,V,51.0,V,51.0,V,51.0,V,26.0,V,29.0,V,37.0,V,32.0,V,24.0,V,32.0,V,18.0,V,26.0,V,18.0,V,34.0,V,31.0,V,26.0,V,33.0,V,43.0,V,45.0,V,36.0,V,39.0,V,81.0,V,75.0,V,77.0,V,49.29032258064516
953,793,28,79,35,8,28079035_8_8,2013,2,46.0,V,31.0,V,40.0,V,74.0,V,66.0,V,37.0,N,38.0,V,40.0,V,40.0,V,29.0,V,28.0,V,35.0,V,48.0,V,68.0,V,58.0,V,57.0,V,45.0,V,46.0,V,41.0,V,36.0,V,27.0,V,23.0,V,31.0,V,41.0,V,44.0,V,45.0,V,50.0,V,39.0,V,0.0,N,0.0,N,0.0,N,46.42857142857143
954,794,28,79,35,8,28079035_8_8,2013,3,53.0,V,52.0,V,33.0,V,38.0,V,51.0,V,34.0,V,30.0,V,36.0,V,26.0,V,15.0,V,16.0,V,18.0,V,29.0,V,33.0,V,42.0,V,31.0,V,41.0,V,22.0,V,52.0,V,32.0,V,49.0,V,55.0,V,34.0,V,18.0,V,20.0,V,18.0,V,19.0,V,13.0,V,12.0,V,17.0,V,22.0,V,34.16129032258065
955,795,28,79,35,8,28079035_8_8,2013,4,21.0,V,22.0,V,48.0,V,24.0,V,39.0,V,37.0,V,30.0,V,19.0,V,16.0,V,17.0,V,16.0,V,24.0,V,50.0,V,34.0,V,34.0,V,44.0,V,48.0,V,41.0,V,26.0,V,24.0,V,31.0,V,28.0,V,31.0,V,46.0,V,31.0,V,37.0,V,26.0,V,19.0,V,32.0,V,39.0,V,0.0,N,34.43333333333333
956,796,28,79,35,8,28079035_8_8,2013,5,31.0,V,37.0,V,30.0,V,32.0,V,44.0,V,45.0,V,25.0,V,40.0,V,29.0,V,30.0,V,33.0,V,23.0,V,34.0,V,36.0,V,28.0,V,29.0,V,20.0,V,20.0,V,23.0,V,41.0,V,35.0,V,40.0,V,31.0,V,31.0,V,44.0,V,20.0,V,24.0,V,25.0,V,22.0,V,32.0,V,37.0,V,34.54838709677419
