,index,PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANO,MES,D01,V01,D02,V02,D03,V03,D04,V04,D05,V05,D06,V06,D07,V07,D08,V08,D09,V09,D10,V10,D11,V11,D12,V12,D13,V13,D14,V14,D15,V15,D16,V16,D17,V17,D18,V18,D19,V19,D20,V20,D21,V21,D22,V22,D23,V23,D24,V24,D25,V25,D26,V26,D27,V27,D28,V28,D29,V29,D30,V30,D31,V31,total
412,1056,28,79,39,7,28079039_7_8,2011,1,14.0,V,21.0,V,101.0,V,28.0,V,39.0,V,13.0,V,20.0,V,12.0,V,14.0,V,30.0,V,22.0,V,171.0,V,192.0,V,177.0,V,145.0,V,54.0,V,157.0,V,110.0,V,115.0,V,37.0,V,10.0,V,7.0,V,6.0,V,66.0,V,109.0,V,53.0,V,46.0,V,21.0,V,17.0,V,11.0,V,29.0,V,63.83870967741935
413,1057,28,79,39,7,28079039_7_8,2011,2,42.0,V,138.0,V,253.0,V,284.0,V,119.0,V,146.0,V,197.0,V,101.0,V,194.0,V,149.0,V,132.0,V,69.0,V,11.0,V,17.0,V,26.0,V,19.0,V,17.0,V,71.0,V,25.0,V,9.0,V,14.0,V,18.0,V,50.0,V,46.0,V,152.0,V,71.0,V,2.0,V,7.0,V,0.0,N,0.0,N,0.0,N,89.71428571428571
414,1058,28,79,39,7,28079039_7_8,2011,3,4.0,V,15.0,V,38.0,V,17.0,V,9.0,V,9.0,V,12.0,V,10.0,V,10.0,V,17.0,V,24.0,V,10.0,V,6.0,V,11.0,V,18.0,V,19.0,V,28.0,V,45.0,V,26.0,V,23.0,V,10.0,V,7.0,V,9.0,V,9.0,V,12.0,V,16.0,V,8.0,V,22.0,V,15.0,V,10.0,V,58.0,V,21.322580645161292
415,1059,28,79,39,7,28079039_7_8,2011,4,60.0,V,11.0,V,39.0,V,23.0,V,20.0,V,11.0,V,65.0,V,84.0,V,59.0,V,10.0,V,4.0,V,8.0,V,18.0,V,31.0,V,4.0,V,3.0,V,3.0,V,5.0,V,6.0,V,7.0,V,4.0,V,3.0,V,3.0,V,2.0,V,5.0,V,6.0,V,12.0,V,15.0,V,6.0,V,5.0,V,0.0,N,22.233333333333334
416,1060,28,79,39,7,28079039_7_8,2011,5,4.0,V,4.0,V,21.0,V,16.0,V,22.0,V,9.0,V,7.0,V,6.0,V,22.0,V,9.0,V,8.0,V,6.0,V,7.0,V,6.0,V,5.0,V,7.0,V,8.0,V,7.0,V,5.0,V,11.0,V,6.0,V,3.0,V,7.0,V,15.0,V,12.0,V,13.0,V,8.0,V,6.0,V,5.0,V,10.0,V,5.0,V,13.419354838709678
417,1061,28,79,39,7,28079039_7_8,2011,6,4.0,V,4.0,V,4.0,V,6.0,V,4.0,V,11.0,V,8.0,V,10.0,V,19.0,V,9.0,V,9.0,V,12.0,V,10.0,V,11.0,V,17.0,V,12.0,V,14.0,V,7.0,V,13.0,V,25.0,V,17.0,V,16.0,V,3.0,V,18.0,V,22.0,V,15.0,V,12.0,V,18.0,V,5.0,V,6.0,V,0.0,N,15.933333333333334
418,1062,28,79,39,7,28079039_7_8,2011,7,8.0,V,14.0,V,4.0,V,6.0,V,9.0,V,10.0,V,9.0,V,8.0,V,6.0,V,4.0,V,27.0,V,10.0,V,4.0,V,6.0,V,6.0,V,10.0,V,5.0,V,8.0,V,6.0,V,7.0,V,19.0,V,5.0,V,3.0,V,3.0,V,4.0,V,11.0,V,11.0,V,8.0,V,13.0,V,4.0,V,3.0,V,12.548387096774194
419,1063,28,79,39,7,28079039_7_8,2011,8,6.0,V,7.0,V,5.0,V,7.0,V,14.0,V,5.0,V,5.0,V,4.0,V,5.0,V,19.0,V,27.0,V,16.0,V,4.0,V,6.0,V,12.0,V,45.0,V,27.0,V,16.0,V,21.0,V,4.0,V,3.0,V,6.0,V,8.0,V,6.0,V,13.0,V,7.0,V,4.0,V,4.0,V,34.0,V,22.0,V,9.0,V,16.451612903225808
420,1064,28,79,39,7,28079039_7_8,2011,9,11.0,V,8.0,V,8.0,V,6.0,V,13.0,V,27.0,V,81.0,V,33.0,V,41.0,V,27.0,V,8.0,V,68.0,V,75.0,V,18.0,V,39.0,V,24.0,V,9.0,V,3.0,V,12.0,V,66.0,V,39.0,V,64.0,V,36.0,V,5.0,V,46.0,V,79.0,V,89.0,V,97.0,V,61.0,V,32.0,V,0.0,N,42.166666666666664
421,1065,28,79,39,7,28079039_7_8,2011,10,3.0,V,34.0,V,55.0,V,84.0,V,29.0,V,101.0,V,17.0,V,5.0,V,15.0,V,98.0,V,122.0,V,89.0,V,119.0,V,116.0,V,52.0,V,83.0,V,75.0,V,84.0,V,89.0,V,4.0,V,94.0,V,45.0,V,5.0,V,17.0,V,15.0,V,34.0,V,12.0,V,9.0,V,35.0,V,36.0,V,45.0,V,56.83870967741935
422,1066,28,79,39,7,28079039_7_8,2011,11,31.0,V,22.0,V,19.0,V,19.0,V,16.0,V,16.0,V,96.0,V,59.0,V,33.0,V,50.0,V,101.0,V,9.0,V,3.0,V,13.0,V,26.0,V,71.0,V,23.0,V,16.0,V,5.0,V,6.0,V,30.0,V,38.0,V,10.0,V,62.0,V,90.0,V,107.0,V,72.0,V,144.0,V,171.0,V,196.0,V,0.0,N,56.53333333333333
423,1067,28,79,39,7,28079039_7_8,2011,12,87.0,V,17.0,V,86.0,V,75.0,V,121.0,V,54.0,V,121.0,V,104.0,V,89.0,V,39.0,V,17.0,V,26.0,V,21.0,V,22.0,V,22.0,V,18.0,V,15.0,V,10.0,V,109.0,V,183.0,V,313.0,V,304.0,V,332.0,V,9.0,V,147.0,V,162.0,V,133.0,V,121.0,V,13.0,V,136.0,V,141.0,V,102.90322580645162
424,1116,28,79,40,7,28079040_7_8,2011,1,12.0,V,22.0,V,57.0,V,26.0,V,36.0,V,7.0,V,9.0,V,7.0,V,12.0,V,30.0,V,14.0,V,130.0,V,110.0,V,104.0,V,46.0,V,29.0,V,109.0,V,114.0,V,78.0,V,48.0,V,6.0,V,5.0,V,8.0,V,30.0,V,57.0,V,55.0,V,37.0,V,17.0,V,13.0,V,10.0,V,12.0,V,44.96774193548387
425,1117,28,79,40,7,28079040_7_8,2011,2,13.0,V,41.0,V,135.0,V,157.0,V,50.0,V,48.0,V,78.0,V,51.0,V,105.0,V,75.0,V,91.0,V,51.0,V,8.0,V,11.0,V,22.0,V,9.0,V,9.0,V,42.0,V,14.0,V,9.0,V,10.0,V,11.0,V,58.0,V,29.0,V,54.0,V,82.0,V,3.0,V,7.0,V,0.0,N,0.0,N,0.0,N,50.642857142857146
426,1118,28,79,40,7,28079040_7_8,2011,3,5.0,V,8.0,V,11.0,V,14.0,V,7.0,V,9.0,V,7.0,V,9.0,V,8.0,V,14.0,V,16.0,V,9.0,V,5.0,V,9.0,V,11.0,V,12.0,V,20.0,V,21.0,V,9.0,V,11.0,V,9.0,V,6.0,V,9.0,V,9.0,V,10.0,V,7.0,V,6.0,V,12.0,V,15.0,V,10.0,V,34.0,V,15.741935483870968
427,1119,28,79,40,7,28079040_7_8,2011,4,26.0,V,12.0,V,21.0,V,10.0,V,12.0,V,9.0,V,16.0,V,24.0,V,37.0,V,8.0,V,4.0,V,8.0,V,13.0,V,24.0,V,5.0,V,4.0,V,3.0,V,6.0,V,6.0,V,6.0,V,3.0,V,3.0,V,4.0,V,2.0,V,5.0,V,5.0,V,7.0,V,10.0,V,7.0,V,5.0,V,0.0,N,15.066666666666666
428,1120,28,79,40,7,28079040_7_8,2011,5,3.0,V,6.0,V,20.0,V,15.0,V,23.0,V,5.0,V,5.0,V,5.0,V,10.0,V,8.0,V,7.0,V,8.0,V,6.0,V,6.0,V,3.0,V,6.0,V,9.0,V,6.0,V,6.0,V,11.0,V,4.0,V,3.0,V,7.0,V,5.0,V,8.0,V,8.0,V,8.0,V,5.0,V,4.0,V,8.0,V,5.0,V,12.290322580645162
429,1121,28,79,40,7,28079040_7_8,2011,6,4.0,V,4.0,V,5.0,V,6.0,V,3.0,V,8.0,V,10.0,V,9.0,V,16.0,V,10.0,V,8.0,V,6.0,V,13.0,V,9.0,V,18.0,V,11.0,V,16.0,V,6.0,V,3.0,V,14.0,V,14.0,V,12.0,V,5.0,V,5.0,V,3.0,V,4.0,V,6.0,V,11.0,V,6.0,V,7.0,V,0.0,N,13.366666666666667
430,1122,28,79,40,7,28079040_7_8,2011,7,8.0,V,7.0,V,4.0,V,7.0,V,7.0,V,8.0,V,8.0,V,7.0,V,6.0,V,5.0,V,8.0,V,13.0,V,4.0,V,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,5.0,V,7.0,V,10.0,V,5.0,V,3.0,V,2.0,V,3.0,V,10.0,V,5.0,V,7.0,V,8.0,V,4.0,V,3.0,V,12.076923076923077
431,1123,28,79,40,7,28079040_7_8,2011,8,4.0,V,6.0,V,8.0,V,8.0,V,8.0,V,5.0,V,4.0,V,4.0,V,4.0,V,5.0,V,6.0,V,12.0,V,4.0,V,5.0,V,5.0,V,13.0,V,13.0,V,11.0,V,5.0,V,3.0,V,3.0,V,5.0,V,12.0,V,7.0,V,11.0,V,5.0,V,3.0,V,3.0,V,19.0,V,20.0,V,9.0,V,12.290322580645162
432,1124,28,79,40,7,28079040_7_8,2011,9,11.0,V,9.0,V,7.0,V,5.0,V,9.0,V,10.0,V,19.0,V,15.0,V,19.0,V,9.0,V,4.0,V,21.0,V,21.0,V,15.0,V,12.0,V,8.0,V,9.0,V,3.0,V,9.0,V,19.0,V,18.0,V,30.0,V,15.0,V,5.0,V,7.0,V,16.0,V,27.0,V,23.0,V,15.0,V,9.0,V,0.0,N,18.366666666666667
433,1125,28,79,40,7,28079040_7_8,2011,10,2.0,V,4.0,V,38.0,V,22.0,V,16.0,V,47.0,V,8.0,V,3.0,V,4.0,V,32.0,V,30.0,V,12.0,V,44.0,V,30.0,V,3.0,V,17.0,V,36.0,V,31.0,V,44.0,V,5.0,V,28.0,V,8.0,V,3.0,V,12.0,V,7.0,V,10.0,V,7.0,V,6.0,V,10.0,V,13.0,V,36.0,V,23.258064516129032
434,1126,28,79,40,7,28079040_7_8,2011,11,8.0,V,6.0,V,13.0,V,15.0,V,10.0,V,14.0,V,59.0,V,37.0,V,26.0,V,49.0,V,51.0,V,8.0,V,2.0,V,9.0,V,13.0,V,49.0,V,19.0,V,10.0,V,3.0,V,6.0,V,30.0,V,38.0,V,6.0,V,43.0,V,46.0,V,35.0,V,35.0,V,65.0,V,104.0,V,75.0,V,0.0,N,34.6
435,1127,28,79,40,7,28079040_7_8,2011,12,48.0,V,11.0,V,50.0,V,62.0,V,55.0,V,28.0,V,95.0,V,99.0,V,84.0,V,53.0,V,13.0,V,17.0,V,8.0,V,10.0,V,13.0,V,6.0,V,9.0,V,11.0,V,101.0,V,150.0,V,134.0,V,131.0,V,118.0,V,4.0,V,34.0,V,51.0,V,93.0,V,102.0,V,16.0,V,97.0,V,81.0,V,62.54838709677419
436,1164,28,79,47,7,28079047_7_8,2011,1,10.0,V,24.0,V,71.0,V,14.0,V,34.0,V,6.0,V,7.0,V,4.0,V,9.0,V,10.0,V,6.0,V,138.0,V,162.0,V,164.0,V,100.0,V,76.0,V,98.0,V,146.0,V,107.0,V,68.0,V,8.0,V,7.0,V,10.0,V,40.0,V,57.0,V,67.0,V,44.0,V,6.0,V,4.0,V,12.0,V,16.0,V,54.225806451612904
437,1165,28,79,47,7,28079047_7_8,2011,2,35.0,V,100.0,V,146.0,V,132.0,V,85.0,V,95.0,V,142.0,V,129.0,V,107.0,V,101.0,V,112.0,V,41.0,V,4.0,V,2.0,V,9.0,V,5.0,V,2.0,V,23.0,V,13.0,V,3.0,V,2.0,V,3.0,V,55.0,V,45.0,V,65.0,V,46.0,V,2.0,V,5.0,V,0.0,N,0.0,N,0.0,N,59.5
438,1166,28,79,47,7,28079047_7_8,2011,3,6.0,V,10.0,V,25.0,V,16.0,V,10.0,V,21.0,V,13.0,V,13.0,V,6.0,V,22.0,V,31.0,V,4.0,V,2.0,V,14.0,V,2.0,V,2.0,V,10.0,V,29.0,V,16.0,V,26.0,V,8.0,V,7.0,V,10.0,V,12.0,V,14.0,V,5.0,V,1.0,V,2.0,V,4.0,V,3.0,V,45.0,V,17.64516129032258
439,1167,28,79,47,7,28079047_7_8,2011,4,60.0,V,10.0,V,27.0,V,17.0,V,29.0,V,14.0,V,46.0,V,64.0,V,31.0,V,10.0,V,4.0,V,4.0,V,9.0,V,38.0,V,4.0,V,2.0,V,2.0,V,5.0,V,3.0,V,6.0,V,2.0,V,1.0,V,2.0,V,2.0,V,4.0,V,4.0,V,7.0,V,7.0,V,6.0,V,3.0,V,0.0,N,19.4
440,1168,28,79,47,7,28079047_7_8,2011,5,1.0,V,3.0,V,17.0,V,14.0,V,20.0,V,5.0,V,2.0,V,3.0,V,19.0,V,7.0,V,6.0,V,7.0,V,6.0,V,7.0,V,2.0,V,6.0,V,6.0,V,9.0,V,6.0,V,18.0,V,3.0,V,2.0,V,5.0,V,9.0,V,8.0,V,7.0,V,6.0,V,4.0,V,2.0,V,4.0,V,4.0,V,12.193548387096774
441,1169,28,79,47,7,28079047_7_8,2011,6,4.0,V,3.0,V,4.0,V,5.0,V,2.0,V,5.0,V,3.0,V,4.0,V,8.0,V,4.0,V,3.0,V,9.0,V,2.0,V,9.0,V,21.0,V,2.0,V,6.0,V,1.0,V,3.0,V,8.0,V,10.0,V,5.0,V,2.0,V,4.0,V,5.0,V,4.0,V,4.0,V,10.0,V,2.0,V,3.0,V,0.0,N,10.533333333333333
442,1170,28,79,47,7,28079047_7_8,2011,7,3.0,V,4.0,V,1.0,V,1.0,V,4.0,V,1.0,V,1.0,V,2.0,V,3.0,V,2.0,V,16.0,V,11.0,V,1.0,V,2.0,V,2.0,V,7.0,V,1.0,V,3.0,V,1.0,V,3.0,V,7.0,V,2.0,V,1.0,V,1.0,V,2.0,V,6.0,V,3.0,V,3.0,V,4.0,V,1.0,V,1.0,V,8.451612903225806
443,1171,28,79,47,7,28079047_7_8,2011,8,2.0,V,1.0,V,6.0,V,3.0,V,4.0,V,1.0,V,1.0,V,1.0,V,2.0,V,4.0,V,8.0,V,7.0,V,1.0,V,1.0,V,4.0,V,21.0,V,14.0,V,15.0,V,10.0,V,1.0,V,1.0,V,1.0,V,6.0,V,1.0,V,8.0,V,1.0,V,1.0,V,1.0,V,16.0,V,14.0,V,2.0,V,10.387096774193548
444,1172,28,79,47,7,28079047_7_8,2011,9,10.0,V,1.0,V,2.0,V,1.0,V,4.0,V,16.0,V,53.0,V,24.0,V,31.0,V,17.0,V,1.0,V,35.0,V,37.0,V,8.0,V,11.0,V,16.0,V,7.0,V,1.0,V,8.0,V,25.0,V,28.0,V,54.0,V,29.0,V,1.0,V,16.0,V,36.0,V,36.0,V,40.0,V,39.0,V,10.0,V,0.0,N,25.366666666666667
445,1173,28,79,47,7,28079047_7_8,2011,10,1.0,V,10.0,V,42.0,V,69.0,V,51.0,V,52.0,V,24.0,V,2.0,V,11.0,V,57.0,V,114.0,V,91.0,V,134.0,V,104.0,V,27.0,V,48.0,V,41.0,V,63.0,V,64.0,V,4.0,V,46.0,V,33.0,V,2.0,V,5.0,V,2.0,V,8.0,V,7.0,V,13.0,V,24.0,V,38.0,V,46.0,V,45.096774193548384
446,1174,28,79,47,7,28079047_7_8,2011,11,17.0,V,10.0,V,6.0,V,5.0,V,3.0,V,7.0,V,72.0,V,46.0,V,30.0,V,51.0,V,98.0,V,27.0,V,1.0,V,6.0,V,21.0,V,27.0,V,40.0,V,8.0,V,1.0,V,10.0,V,18.0,V,23.0,V,10.0,V,47.0,V,106.0,V,61.0,V,74.0,V,115.0,V,128.0,V,114.0,V,0.0,N,44.93333333333333
447,1175,28,79,47,7,28079047_7_8,2011,12,94.0,V,11.0,V,68.0,V,59.0,V,65.0,V,27.0,V,81.0,V,119.0,V,103.0,V,60.0,V,8.0,V,7.0,V,2.0,V,3.0,V,4.0,V,2.0,V,2.0,V,10.0,V,60.0,V,134.0,V,228.0,V,193.0,V,181.0,V,18.0,V,62.0,V,102.0,V,129.0,V,101.0,V,54.0,V,79.0,V,109.0,V,75.54838709677419
448,1224,28,79,48,7,28079048_7_8,2011,1,11.0,V,17.0,V,59.0,V,32.0,V,45.0,V,14.0,V,19.0,V,12.0,V,15.0,V,31.0,V,20.0,V,93.0,V,108.0,V,90.0,V,54.0,V,24.0,V,158.0,V,88.0,V,99.0,V,24.0,V,7.0,V,4.0,V,5.0,V,21.0,V,35.0,V,42.0,V,34.0,V,23.0,V,16.0,V,15.0,V,11.0,V,44.96774193548387
449,1225,28,79,48,7,28079048_7_8,2011,2,17.0,V,29.0,V,135.0,V,121.0,V,46.0,V,66.0,V,62.0,V,58.0,V,77.0,V,47.0,V,65.0,V,39.0,V,13.0,V,14.0,V,27.0,V,20.0,V,14.0,V,47.0,V,25.0,V,10.0,V,11.0,V,15.0,V,46.0,V,29.0,V,51.0,V,119.0,V,1.0,V,7.0,V,0.0,N,0.0,N,0.0,N,49.285714285714285
450,1226,28,79,48,7,28079048_7_8,2011,3,4.0,V,10.0,V,11.0,V,11.0,V,3.0,V,3.0,V,7.0,V,6.0,V,7.0,V,13.0,V,13.0,V,10.0,V,6.0,V,9.0,V,15.0,V,19.0,V,16.0,V,23.0,V,6.0,V,7.0,V,5.0,V,6.0,V,8.0,V,8.0,V,9.0,V,12.0,V,7.0,V,13.0,V,15.0,V,13.0,V,23.0,V,15.741935483870968
451,1227,28,79,48,7,28079048_7_8,2011,4,26.0,V,10.0,V,26.0,V,9.0,V,8.0,V,6.0,V,17.0,V,32.0,V,37.0,V,5.0,V,3.0,V,7.0,V,12.0,V,19.0,V,3.0,V,2.0,V,2.0,V,5.0,V,5.0,V,5.0,V,2.0,V,2.0,V,1.0,V,1.0,V,2.0,V,2.0,V,10.0,V,7.0,V,4.0,V,2.0,V,0.0,N,14.766666666666667
452,1228,28,79,48,7,28079048_7_8,2011,5,1.0,V,2.0,V,8.0,V,10.0,V,15.0,V,4.0,V,3.0,V,1.0,V,6.0,V,7.0,V,7.0,V,6.0,V,8.0,V,5.0,V,3.0,V,5.0,V,6.0,V,7.0,V,4.0,V,5.0,V,4.0,V,2.0,V,4.0,V,7.0,V,14.0,V,7.0,V,8.0,V,5.0,V,3.0,V,8.0,V,2.0,V,11.258064516129032
453,1229,28,79,48,7,28079048_7_8,2011,6,3.0,V,2.0,V,3.0,V,3.0,V,2.0,V,7.0,V,7.0,V,8.0,V,15.0,V,8.0,V,2.0,V,3.0,V,9.0,V,6.0,V,7.0,V,7.0,V,10.0,V,3.0,V,4.0,V,8.0,V,14.0,V,10.0,V,3.0,V,3.0,V,1.0,V,4.0,V,7.0,V,11.0,V,4.0,V,5.0,V,0.0,N,11.733333333333333
454,1230,28,79,48,7,28079048_7_8,2011,7,4.0,V,3.0,V,3.0,V,3.0,V,4.0,V,4.0,V,4.0,V,10.0,V,2.0,V,2.0,V,20.0,V,18.0,V,12.0,V,0.0,N,16.0,V,4.0,V,2.0,V,8.0,V,6.0,V,13.0,V,10.0,V,15.0,V,2.0,V,1.0,V,2.0,V,11.0,V,7.0,V,8.0,V,9.0,V,1.0,V,1.0,V,12.633333333333333
455,1231,28,79,48,7,28079048_7_8,2011,8,7.0,V,6.0,V,5.0,V,6.0,V,6.0,V,3.0,V,2.0,V,2.0,V,6.0,V,10.0,V,7.0,V,12.0,V,2.0,V,4.0,V,4.0,V,12.0,V,9.0,V,9.0,V,3.0,V,2.0,V,2.0,V,4.0,V,5.0,V,6.0,V,6.0,V,5.0,V,2.0,V,2.0,V,20.0,V,14.0,V,9.0,V,11.838709677419354
456,1232,28,79,48,7,28079048_7_8,2011,9,11.0,V,6.0,V,6.0,V,5.0,V,7.0,V,14.0,V,31.0,V,14.0,V,16.0,V,14.0,V,0.0,N,0.0,N,0.0,N,0.0,N,12.0,V,10.0,V,8.0,V,5.0,V,7.0,V,26.0,V,14.0,V,27.0,V,20.0,V,7.0,V,21.0,V,36.0,V,42.0,V,22.0,V,21.0,V,10.0,V,0.0,N,22.615384615384617
457,1233,28,79,48,7,28079048_7_8,2011,10,4.0,V,0.0,N,27.0,V,49.0,V,19.0,V,43.0,V,11.0,V,2.0,V,3.0,V,41.0,V,43.0,V,44.0,V,77.0,V,48.0,V,16.0,V,28.0,V,28.0,V,33.0,V,45.0,V,4.0,V,35.0,V,12.0,V,5.0,V,14.0,V,14.0,V,15.0,V,12.0,V,5.0,V,6.0,V,20.0,V,32.0,V,30.4
458,1234,28,79,48,7,28079048_7_8,2011,11,20.0,V,12.0,V,17.0,V,16.0,V,11.0,V,12.0,V,69.0,V,40.0,V,30.0,V,52.0,V,52.0,V,9.0,V,4.0,V,14.0,V,23.0,V,35.0,V,19.0,V,11.0,V,6.0,V,5.0,V,23.0,V,34.0,V,5.0,V,32.0,V,34.0,V,34.0,V,36.0,V,68.0,V,75.0,V,73.0,V,0.0,N,34.96666666666667
459,1235,28,79,48,7,28079048_7_8,2011,12,55.0,V,12.0,V,40.0,V,53.0,V,78.0,V,16.0,V,129.0,V,54.0,V,93.0,V,75.0,V,17.0,V,24.0,V,18.0,V,21.0,V,23.0,V,15.0,V,13.0,V,6.0,V,64.0,V,141.0,V,213.0,V,127.0,V,148.0,V,3.0,V,49.0,V,39.0,V,62.0,V,75.0,V,10.0,V,81.0,V,98.0,V,65.51612903225806
460,1284,28,79,49,7,28079049_7_8,2011,1,4.0,V,17.0,V,48.0,V,12.0,V,28.0,V,4.0,V,4.0,V,3.0,V,6.0,V,9.0,V,5.0,V,104.0,V,100.0,V,92.0,V,60.0,V,19.0,V,121.0,V,126.0,V,75.0,V,21.0,V,5.0,V,4.0,V,5.0,V,23.0,V,38.0,V,36.0,V,25.0,V,5.0,V,4.0,V,6.0,V,5.0,V,38.516129032258064
461,1285,28,79,49,7,28079049_7_8,2011,2,7.0,V,41.0,V,112.0,V,113.0,V,44.0,V,42.0,V,43.0,V,57.0,V,99.0,V,50.0,V,77.0,V,43.0,V,5.0,V,5.0,V,9.0,V,6.0,V,5.0,V,18.0,V,10.0,V,6.0,V,4.0,V,5.0,V,35.0,V,19.0,V,29.0,V,92.0,V,4.0,V,5.0,V,0.0,N,0.0,N,0.0,N,41.642857142857146
462,1286,28,79,49,7,28079049_7_8,2011,3,5.0,V,7.0,V,7.0,V,10.0,V,7.0,V,5.0,V,8.0,V,6.0,V,5.0,V,10.0,V,14.0,V,6.0,V,4.0,V,7.0,V,4.0,V,5.0,V,11.0,V,17.0,V,7.0,V,10.0,V,5.0,V,4.0,V,6.0,V,8.0,V,7.0,V,6.0,V,4.0,V,5.0,V,6.0,V,5.0,V,20.0,V,13.32258064516129
463,1287,28,79,49,7,28079049_7_8,2011,4,21.0,V,7.0,V,24.0,V,7.0,V,12.0,V,7.0,V,13.0,V,18.0,V,28.0,V,6.0,V,4.0,V,5.0,V,7.0,V,22.0,V,4.0,V,3.0,V,3.0,V,4.0,V,4.0,V,4.0,V,3.0,V,3.0,V,4.0,V,3.0,V,4.0,V,4.0,V,5.0,V,8.0,V,5.0,V,3.0,V,0.0,N,14.266666666666667
464,1288,28,79,49,7,28079049_7_8,2011,5,3.0,V,4.0,V,10.0,V,10.0,V,16.0,V,4.0,V,4.0,V,14.0,V,19.0,V,6.0,V,6.0,V,5.0,V,6.0,V,6.0,V,3.0,V,5.0,V,5.0,V,4.0,V,5.0,V,7.0,V,4.0,V,4.0,V,5.0,V,5.0,V,9.0,V,6.0,V,8.0,V,5.0,V,3.0,V,9.0,V,13.0,V,12.806451612903226
465,1289,28,79,49,7,28079049_7_8,2011,6,4.0,V,8.0,V,4.0,V,4.0,V,4.0,V,6.0,V,5.0,V,5.0,V,8.0,V,6.0,V,4.0,V,5.0,V,5.0,V,5.0,V,10.0,V,5.0,V,9.0,V,4.0,V,4.0,V,8.0,V,13.0,V,6.0,V,4.0,V,5.0,V,6.0,V,3.0,V,5.0,V,9.0,V,5.0,V,5.0,V,0.0,N,11.966666666666667
466,1290,28,79,49,7,28079049_7_8,2011,7,5.0,V,4.0,V,4.0,V,4.0,V,5.0,V,4.0,V,4.0,V,4.0,V,4.0,V,4.0,V,12.0,V,9.0,V,6.0,V,4.0,V,4.0,V,5.0,V,3.0,V,5.0,V,4.0,V,5.0,V,5.0,V,4.0,V,3.0,V,3.0,V,4.0,V,5.0,V,4.0,V,4.0,V,5.0,V,4.0,V,4.0,V,10.64516129032258
467,1291,28,79,49,7,28079049_7_8,2011,8,5.0,V,4.0,V,5.0,V,4.0,V,6.0,V,4.0,V,4.0,V,4.0,V,4.0,V,5.0,V,4.0,V,12.0,V,4.0,V,5.0,V,6.0,V,14.0,V,10.0,V,17.0,V,6.0,V,4.0,V,3.0,V,4.0,V,6.0,V,4.0,V,9.0,V,4.0,V,4.0,V,4.0,V,21.0,V,17.0,V,5.0,V,12.741935483870968
468,1292,28,79,49,7,28079049_7_8,2011,9,7.0,V,4.0,V,5.0,V,4.0,V,6.0,V,5.0,V,13.0,V,11.0,V,15.0,V,18.0,V,4.0,V,10.0,V,15.0,V,8.0,V,6.0,V,4.0,V,2.0,V,1.0,V,2.0,V,7.0,V,8.0,V,12.0,V,11.0,V,1.0,V,5.0,V,10.0,V,17.0,V,15.0,V,25.0,V,4.0,V,0.0,N,14.766666666666667
469,1293,28,79,49,7,28079049_7_8,2011,10,1.0,V,1.0,V,17.0,V,10.0,V,10.0,V,39.0,V,8.0,V,1.0,V,4.0,V,19.0,V,27.0,V,11.0,V,40.0,V,18.0,V,4.0,V,23.0,V,14.0,V,22.0,V,40.0,V,3.0,V,27.0,V,15.0,V,1.0,V,4.0,V,2.0,V,3.0,V,3.0,V,4.0,V,4.0,V,11.0,V,27.0,V,19.419354838709676
470,1294,28,79,49,7,28079049_7_8,2011,11,7.0,V,4.0,V,5.0,V,3.0,V,1.0,V,6.0,V,55.0,V,27.0,V,19.0,V,32.0,V,29.0,V,7.0,V,1.0,V,3.0,V,7.0,V,20.0,V,14.0,V,4.0,V,1.0,V,5.0,V,8.0,V,13.0,V,4.0,V,17.0,V,22.0,V,24.0,V,38.0,V,52.0,V,78.0,V,66.0,V,0.0,N,25.4
471,1295,28,79,49,7,28079049_7_8,2011,12,41.0,V,5.0,V,39.0,V,60.0,V,56.0,V,9.0,V,86.0,V,96.0,V,85.0,V,58.0,V,6.0,V,6.0,V,2.0,V,2.0,V,4.0,V,2.0,V,2.0,V,6.0,V,48.0,V,104.0,V,141.0,V,120.0,V,148.0,V,3.0,V,35.0,V,38.0,V,68.0,V,71.0,V,23.0,V,62.0,V,86.0,V,54.935483870967744
472,1332,28,79,50,7,28079050_7_8,2011,1,27.0,V,22.0,V,68.0,V,66.0,V,61.0,V,20.0,V,26.0,V,19.0,V,34.0,V,63.0,V,45.0,V,124.0,V,173.0,V,125.0,V,67.0,V,37.0,V,165.0,V,86.0,V,133.0,V,33.0,V,12.0,V,8.0,V,9.0,V,29.0,V,0.0,N,63.0,V,37.0,V,44.0,V,44.0,V,20.0,V,39.0,V,63.03333333333333
473,1333,28,79,50,7,28079050_7_8,2011,2,44.0,V,54.0,V,203.0,V,147.0,V,70.0,V,68.0,V,87.0,V,68.0,V,108.0,V,88.0,V,81.0,V,39.0,V,18.0,V,36.0,V,63.0,V,33.0,V,41.0,V,75.0,V,44.0,V,24.0,V,31.0,V,40.0,V,74.0,V,43.0,V,74.0,V,100.0,V,6.0,V,27.0,V,0.0,N,0.0,N,0.0,N,70.67857142857143
